Gene name	pvampyrus_dNdS
Ddx17	0.010264832683227264
Ddx18	0.09358041032428856
Ddx19b	0.04196195449459157
Ddx20	0.1931397388423309
Ddx21	0.16254813863928114
Ddx23	0.0155268022181146
Ddx24	0.22566496887379744
Ddx27	0.05927373391955708
Ddx31	0.2189673622257892
Ddx39	0.00986666666666667
Ddx41	0.011918604651162791
Ddx42	0.04809794490599039
Ddx46	0.018015441807263367
Ddx47	0.030919446704637917
Ddx49	0.05128678166220828
Ddx5	0.018463810930576068
Ddx51	0.1247321362595138
Ddx52	0.1358206212093365
Ddx55	0.06920999324780554
Ddx58	0.2188746732700509
Deaf1	0.03706371553925741
Decr1	0.11683065769031588
Decr2	0.13754262684716334
Dedd	0.030890498508734564
Dennd2a	0.14353006372956498
Dennd2c	0.17521442324523015
Denr	0.08929261693080788
Depdc5	0.06528520499108735
Derl1	0.10497237569060773
Det1	0.002157497303128371
Dgat1	0.08861867704280156
Dgcr6	0.05293276108726752
Dgkd	0.044525215810995
Dgke	0.11237373737373738
Dgkh	0.10404459053880236
Dgki	0.05519982336056525
Dguok	0.30850681981335243
Dhcr24	0.029454117031025
Dhodh	0.11254491996079713
Dhrs11	0.12308366184844505
Dhrs13	0.13846153846153847
Dhrs7b	0.2071771611526147
Dhx15	0.00468190581107133
Dhx29	0.08191520046149409
Dhx30	0.04536962903656259
Dhx33	0.07903549899531145
Dhx34	0.0545138363828822
Dhx37	0.09565460128407928
Dhx38	0.02273081114743889
Dhx57	0.15034531609704269
Dhx8	0.022090059473237045
Dhx9	0.08298376801021339
Diablo	0.13557483731019526
Dido1	0.10368738254163697
Dip2b	0.033707865168539325
Dip2c	0.009923588369554431
Dkc1	0.09580917237743804
Dkk3	0.12450119712689545
Dlat	0.14301036825169824
Dlc1	0.13258731773482538
Dlg5	0.05808543634569294
Dlgap4	0.024991613552499164
Dlgap5	0.3472012102874432
Dll4	0.11010362694300517
Dlst	0.11193476649369903
Dmpk	0.17340045039078025
Dmxl2	0.08067784122306132
Dnaja2	0.010905485789821548
Dnaja3	0.1426512968299712
Dnaja4	0.0715038386271263
Dnajb1	0.052472631181577946
Dnajb12	0.03604193971166448
Dnajb2	0.09203980099502487
Dnajb5	0.03659680950891461
Dnajb6	0.13346091147494507
Dnajc11	0.01984
Dnajc12	0.24075924075924074
Dnajc14	0.2507436049970256
Dnajc15	0.11934313538285275
Dnajc16	0.08226877874297392
Dnajc17	0.1038132034268436
Dnajc19	0.1945133719327268
Dnajc21	0.13230396609143205
Dnajc24	0.13660985599154446
Dnajc27	0.06727430555555555
Dnajc30	0.12518259765004766
Dnajc9	0.08465532160369195
Dnase2a	0.2724896201753037
Dnlz	0.15408453129035035
Dnm1	0.013118241446552029
Dnm1l	0.049491825011047284
Dnm2	0.01205443940375891
Dnm3	0.0185978057265186
Dnmbp	0.2137404580152672
Dnmt1	0.13072014585232453
Dnttip2	0.3764526840066408
Doc2a	0.0592579250720461
Dock4	0.0451559934318555
Dock9	0.07183781401498457
Dohh	0.0617219237321452
Dok4	0.02243363871270848
Donson	0.2686945500633713
Dpagt1	0.05397505845674201
Dpf2	0.018913406267383647
Dph1	0.16820857863751051
Dpp7	0.14539842417350335
Dpy30	0.04012588512981904
Dpysl3	0.026195360580716427
Drosha	0.037291630864409696
Dsel	0.11601000625390873
Dtl	0.1652892561983471
Dtnbp1	0.2011702424073558
Dtx3	0.020828667413213885
Dtx3l	0.5049198005121984
Dus1l	0.044481782808631055
Dus4l	0.1627243066884176
Dusp1	0.02198377388118293
Dusp11	0.4295673936360386
Dusp16	0.10678925035360677
Dusp18	0.10590160777895448
Dusp2	0.08418767338077432
Dusp22	0.11829710144927535
Dusp28	0.08921193573068095
Dusp5	0.07869525547445255
Dusp8	0.0648091603053435
Dvl1	0.03675612602100351
Dvl3	0.014978257368336285
Dync1i2	0.027571825764596845
Dync1li2	0.048334115438761135
Dynlt3	0.11107302022625984
Dysf	0.04837089134491173
E2f1	0.14748075577326802
E2f3	0.09358213175007067
E2f4	0.0894889533586253
E2f5	0.15457867345808882
E2f6	0.0945963290976768
E4f1	0.1003666361136572
Eaf1	0.024347212420606917
Eapp	0.10867697594501716
Ears2	0.10263335584064824
Ebag9	0.03889354568315171
Ebna1bp2	0.12131919905771495
Ebpl	0.2742160278745645
Eci1	0.2259794564130533
Ecsit	0.14195874559785346
Edc3	0.05301760268231349
Edc4	0.07340720221606649
Edem1	0.04277750848279205
Edem2	0.061623459413514665
Edem3	0.06798748696558915
Edn3	0.4043727225403436
Eef1d	0.08337991429103782
Eef1e1	0.19575379820802494
Efemp2	0.02832943925233645
Efnb1	0.03343711926357114
Efnb2	0.07556142668428005
Eftud2	0.009074074074074071
Egfl8	0.12009213694901058
Egln2	0.13063063063063066
Egr1	0.052277629742418466
Egr3	0.018760799802517897
Ehbp1	0.1501469970600588
Ehbp1l1	0.3384392131570461
Ehd2	0.011993676061712916
Ehd3	0.01153315782875768
Ehhadh	0.3223630080631891
Ehmt2	0.031985844562406426
Ei24	0.0795924864692773
Eif1ad	0.09040247678018576
Eif2a	0.10444540353905914
Eif2ak1	0.14521598112929382
Eif2ak2	0.41705150976909416
Eif2ak3	0.1006007925348332
Eif2b2	0.07553956834532374
Eif2b3	0.120507399577167
Eif2b4	0.15257352941176472
Eif2b5	0.11950523311132255
Eif2d	0.2551450533101909
Eif2s1	0.022222222222222227
Eif2s3x	0.010055205047318614
Eif3a	0.04215488215488215
Eif3b	0.011186663742048695
Eif3c	0.020581113801452784
Eif3d	0.006476683937823835
Eif3f	0.0763693820224719
Eif3h	0.0297723292469352
Eif3m	0.02989771833202203
Eif4b	0.0883448642895157
Eif4ebp1	0.12678421494542402
Eif4ebp2	0.12467435802009676
Eif4g1	0.14173626929891164
Eif4h	0.019141231246766685
Eif5	0.06847290640394088
Eif6	0.022226270723264708
Elf1	0.0906790383804302
Elf2	0.11795516446679237
Elk1	0.14063910453150388
Elk3	0.07340553549939832
Ell	0.1011082693947144
Elmo2	0.010671203216826478
Elmod2	0.09583219084178778
Elovl5	0.14417540233279194
Elovl7	0.20420342501297356
Elp2	0.19879419912009125
Elp3	0.05556514236410698
Emcn	0.6740383326631819
Emid1	0.3238368518138963
Eml1	0.02555120543993406
Eml3	0.07339279078409514
Endog	0.04394993045897079
Endou	0.0908086388749372
Eng	0.30502160631798536
Engase	0.14156515319306018
Ensa	0.056501021102791024
Entpd1	0.33095556546292165
Entpd5	0.18803418803418806
Entpd6	0.14754625905068386
Eny2	0.0007007708479327262
Ep300	0.08295042321644497
Epc1	0.09575757575757576
Epc2	0.08712487899322363
Epdr1	0.14312463428905792
Epor	0.17189614864033467
Eprs	0.08819080860965678
Eral1	0.2851018220793141
Erap1	0.17976843388177938
Ercc1	0.0949122524553212
Ercc2	0.01623341011297576
Erf	0.028589058000822707
Ergic1	0.020479746548992987
Ergic2	0.10497389392690297
Eri2	0.26673014145810664
Erlin2	0.030941856511390687
Ern1	0.05717151454363089
Ero1lb	0.04647907041859162
Errfi1	0.17879203843514072
Esam	0.3369415807560137
Esco1	0.3256159728122345
Esd	0.11109145586414293
Esm1	0.1927842565597668
Esrra	0.029178338001867414
Esyt1	0.1236111111111111
Etaa1	0.5239271380055572
Etfa	0.09896091044037604
Etfdh	0.06786355475763016
Ethe1	0.054384283660757066
Etl4	0.18055982774530915
Etnk2	0.13802921515226546
Ets2	0.06208358570563295
Etv5	0.05212355212355213
Etv6	0.10398379473328832
Ewsr1	0.03989461799021453
Exd2	0.17922457937088512
Exoc3l	0.19604612850082373
Exoc5	0.027654578659013832
Exosc10	0.08607801915440318
Exosc2	0.053333333333333344
Exosc8	0.08362692379009827
Ext1	0.015536723163841809
Ext2	0.05559895833333334
Ezh2	0.017713659605551497
F2r	0.13327628623382182
F2rl3	0.12912218671380976
Fabp7	0.22257891920813264
Fadd	0.08955276030747727
Fads1	0.06489781283614199
Fads3	0.05498489425981873
Faim	0.08075231589781978
Fam102a	0.017453347969264548
Fam102b	0.07932469935245143
Fam110a	0.10593482839796804
Fam111a	0.5207620181574638
Fam114a1	0.2767453540934204
Fam114a2	0.20920431557653407
Fam118a	0.035971954069708365
Fam120a	0.06043839114705257
Fam120b	0.1488735538867465
Fam122a	0.036950732356857516
Fam129a	0.3014374295377677
Fam129b	0.04153498871331829
Fam131a	0.2680955727336613
Fam13c	0.1833969465648855
Fam151b	0.15630968121051858
Fam160b1	0.06543967280163597
Fam160b2	0.12908657219026234
Fam161a	0.37333615043312907
Fam162a	0.25303750660327523
Fam168a	0.06790842064415989
Fam168b	0.02417923691215617
Fam171a1	0.05935659265971908
Fam174a	0.26497724197318245
Fam174b	0.11581845634603427
Fam187b	0.2339580686149937
Fam192a	0.051980676328502416
Fam193b	0.2060434372049103
Fam199x	0.023994515539305303
Fam32a	0.011461767938451876
Fam45a	0.11833417978669375
Fam57a	0.371276385874926
Fam71a	0.3966314398943197
Fam71f2	0.3274609116934596
Fam72a	0.1807453416149068
Fam83d	0.16153754041432164
Fam89b	0.0410461769490677
Fam92a	0.21159572604659316
Fance	0.3134792754750528
Fancg	0.3683622135271101
Fancl	0.2634366418203217
Farsb	0.058324332664712236
Fas	0.3569182389937107
Fastkd2	0.4155032298395499
Fat1	0.07224977457168621
Fau	0.014594039054470709
Fbf1	0.2691439129542189
Fbl	0.027954608358704683
Fbln1	0.14695401323604276
Fbln2	0.15034168564920272
Fbln5	0.05604670558798999
Fbrs	0.09634190510684534
Fbrsl1	0.18153971819481315
Fbxl18	0.030111968692249157
Fbxl19	0.024565861922914014
Fbxl2	0.03946399646591076
Fbxl22	0.1246960412411244
Fbxl5	0.09042553191489362
Fbxl7	0.01198299188248937
Fbxo22	0.0946656649135988
Fbxo25	0.1094854185328954
Fbxo3	0.04512730465320457
Fbxo30	0.14073581560283688
Fbxo34	0.2513860288293997
Fbxo36	0.3745811927630109
Fbxo4	0.10116337885685382
Fbxo42	0.05415538429493856
Fbxo45	0.038628805321053984
Fbxo5	0.31758010639614004
Fbxo6	0.15378421900161032
Fbxo7	0.3665123456790124
Fbxo9	0.08329022245214693
Fbxw11	0.00368763557483731
Fbxw7	0.0493734335839599
Fbxw8	0.1192868260931088
Fbxw9	0.10548371647509576
Fchsd1	0.11855241264559067
Fdft1	0.12567494600431967
Fdx1	0.23137554030002544
Fdxacb1	0.3804394657475226
Fech	0.1738394584139265
Fen1	0.018617932609937174
Fes	0.052626179729175215
Fez2	0.07113543091655268
Fgd1	0.06257242178447278
Fgfbp1	0.3513132736238301
Fgfr1op	0.12839958158995815
Fgfrl1	0.060468417317246274
Fhl1	0.125
Fhl3	0.020607857672349888
Fhod1	0.10052910052910054
Fignl2	0.08426909458775922
Fis1	0.07155172413793104
Fkbp10	0.06286118646066753
Fkbp11	0.14495292314429606
Fkbp14	0.09598603839441536
Fkbp15	0.2909620991253645
Fkbp3	0.050252464534743926
Fkbp5	0.12345480815540215
Fkbp8	0.056438026474127566
Fkbp9	0.05282276373543212
Fktn	0.13204104903078678
Flad1	0.11207480688440168
Fli1	0.059033652942282376
Flii	0.029866989117291413
Flrt2	0.037605932203389834
Flt3l	0.20647855760415604
Fnbp4	0.1650277896536982
Fndc1	0.2590852904820766
Fndc3a	0.0918236301369863
Fndc3b	0.07528166609764425
Fndc4	0.1087176035005049
Fnta	0.06992875890513686
Fos	0.2232968881412952
Fosb	0.06827760606912052
Fosl1	0.07660924750679964
Foxf2	0.0148975791433892
Foxj2	0.10955986748698532
Foxj3	0.09983766233766234
Foxk1	0.06567230632235085
Foxk2	0.04612744046341986
Foxl2	0.02549162418062637
Foxm1	0.2034548944337812
Foxo1	0.08677125702111176
Foxo3	0.06405003234850119
Foxq1	0.1073960683209797
Foxred1	0.2771272443403591
Foxs1	0.21756926952141056
Fpgs	0.1419463960447567
Frat2	0.14330187761455393
Frem2	0.11711834400108947
Frmd6	0.042526665743177726
Frmd8	0.07867432255464894
Frs3	0.09645042839657282
Fry	0.03321727674790628
Frzb	0.1064431867653461
Fstl1	0.08511126405138793
Ftsj3	0.1296778392450374
Fubp1	0.01920122887864823
Fubp3	0.06687898089171974
Fuca1	0.22579701667154145
Fundc2	0.08885503935008887
Fus	0.07011900932775812
Fut10	0.20879256965944276
Fut11	0.10294758240162626
Fuz	0.09425485135264314
Fxn	0.22416514875531268
Fxr2	0.026491447642886943
Fyco1	0.13064713064713065
Fyn	0.035202086049543675
Fyttd1	0.09389221556886228
Fzd1	0.026493000177210704
Fzd4	0.040903686087990485
Fzd6	0.1508242181482052
G0s2	0.06357530591590763
Gab1	0.09118300031715826
Gab2	0.11219602063375092
Gabbr1	0.013105014852350164
Gabpb1	0.034808766652342074
Gabpb2	0.1672112242936767
Gadd45gip1	0.17465978413890193
Galc	0.203257790368272
Gale	0.039454521382232224
Galk1	0.1712348528563185
Galns	0.1050464807436919
Galnt1	0.06257142857142857
Galnt10	0.03959796560910632
Galnt7	0.07961007311129162
Galt	0.09870461594599524
Ganab	0.07898922071037286
Ganc	0.18765201122544434
Gap43	0.3155149934810952
Gapvd1	0.028367210185392008
Gar1	0.06204490291262136
Gars	0.07947703423361431
Gart	0.1371530595682519
Gas2l1	0.1076830006049607
Gas2l3	0.19738614928590675
Gatad1	0.062383612662942275
Gatc	0.1630511552820099
Gba	0.12211137769920442
Gba2	0.18133569217160547
Gbp5	0.3498504356873455
Gcc2	0.2284425133689839
Gcdh	0.07746629574149369
Gch1	0.10486826033850984
Gclc	0.05720480320213475
Gcsh	0.2928388746803069
Gdf15	0.21678477763517665
Gdpd5	0.056452563347083075
Gem	0.03621445749045127
Gemin5	0.16117905299466914
Gemin8	0.24268851303735026
Gfap	0.07192575406032482
Gfer	0.14051207928969647
Gfm1	0.07107171635777597
Gfm2	0.13520605031640684
Gfod2	0.019118488838008013
Gga2	0.12151671974522292
Gga3	0.12786644652357365
Ggct	0.1826679340937896
Ggcx	0.14096651293362744
Ggh	0.3562106556118532
Ggt1	0.12706169822846672
Ghdc	0.3076381555790215
Gigyf1	0.07117563739376771
Gigyf2	0.09047824213700993
Gimap1	0.1111020607640303
Gimap4	0.3944421401907922
Gimap9	0.4334200701436814
Gin1	0.13539553752535494
Gins2	0.03847456479035427
Gins4	0.1054585152838428
Git1	0.02427549868272488
Git2	0.08090999010880318
Gja4	0.10423375074537866
Glb1	0.2237251454078182
Glb1l	0.26931789579662724
Glce	0.08854166666666666
Gle1	0.14028878822197055
Glg1	0.03596730245231608
Glipr2	0.043855342824414986
Glis2	0.05042485025769607
Glo1	0.037900269728196975
Glod4	0.11769872639437855
Glrx5	0.05882991425160099
Gls	0.05648450244698205
Gltp	0.03354126188771858
Glul	0.05767195767195767
Gm1673	0.16876496485672354
Gm2a	0.2231090150553238
Gmds	0.03763851738632022
Gmppa	0.04964157706093191
Gmpr2	0.16546242774566475
Gna12	0.027443293195183426
Gnai2	0.007559531309058839
Gnb1l	0.17647845865667647
Gnl1	0.04323026118282798
Gnl3	0.29912023460410553
Gnpda2	0.017957351290684622
Gnptab	0.11450848494114048
Gnptg	0.18185708172871204
Gns	0.06023512301539208
Golga1	0.1958410924891372
Golga4	0.19072256913470115
Golga5	0.14416475972540044
Golgb1	0.21116928446771374
Golim4	0.1248968038683807
Golph3	0.00394114555964267
Gorab	0.28646288209606985
Gorasp2	0.1552531786749944
Gosr1	0.0658121293284867
Got2	0.047914676854504935
Gp1bb	0.09245994344957588
Gpatch2	0.0971522325090824
Gpatch4	0.322626582278481
Gpatch8	0.116632160110421
Gpbp1l1	0.146403242147923
Gpcpd1	0.06289565039820298
Gpd2	0.0630889634243731
Gpi1	0.09468960359012714
Gpld1	0.18908382066276805
Gpn1	0.10737781954887217
Gpr108	0.08731553056921995
Gpr137	0.1110052405907575
Gpr180	0.08799311785670394
Gpr89	0.03134369037884982
Gprasp2	0.33894736842105266
Gprc5a	0.20874807233982892
Gprc5c	0.09275483242942567
Gps1	0.031090881036877027
Gpsm2	0.06462196861626249
Gpsm3	0.1522756273925989
Gpx7	0.1037703804347826
Gramd1b	0.03951149425287357
Gramd3	0.15393963945716022
Grap	0.051961236732810334
Grasp	0.08022053756030324
Grb14	0.14517766497461929
Grb7	0.08370423546302942
Grcc10	0.028219218773206593
Grhpr	0.31159500386868577
Grina	0.05285293705313332
Grn	0.23134020618556697
Grrp1	0.12285209571222094
Grsf1	0.06265439029867506
Grwd1	0.05778214900417999
Gsdmd	0.3706807366025243
Gse1	0.05620223398001176
Gspt1	0.0908254065664314
Gstk1	0.2180442095146564
Gstm4	0.0856524093123985
Gtf2a1	0.04178579283043765
Gtf2h1	0.03685937894471093
Gtf2i	0.01932612841703751
Gtf3a	0.14317673378076062
Gtf3c1	0.1354713535722438
Gtf3c3	0.07497700091996319
Gtf3c4	0.05265486725663717
Gtpbp1	0.029497450837581936
Gtpbp3	0.10652061411074694
Gtpbp8	0.30979654641819115
Guk1	0.0062058167954440885
Gulp1	0.060671256454388985
Gusb	0.15579357351509251
Gxylt1	0.11586538461538462
Gyg	0.22687224669603526
Gypc	0.10792870313460357
Gys1	0.021498299879346275
Gzf1	0.13391064257028112
H2-Ke6	0.2631578947368421
H2afy	0.020815632965165674
H2afz	0.05648750427935637
Habp4	0.12180901355184365
Hacl1	0.17123172576037646
Hadh	0.11438432145938615
Hagh	0.10364383950092157
Haghl	0.079827630343886
Hars	0.05545960468240261
Hars2	0.18255878541010925
Haus1	0.1752884998010346
Haus2	0.4549795361527967
Haus7	0.23198216791876494
Haus8	0.22490652861662355
Hax1	0.20210084033613449
Hbegf	0.2457709508069221
Hccs	0.0902127659574468
Hcfc1	0.05109061630800761
Hcfc1r1	0.1625816119019587
Hdac1	0.01113811259619279
Hdac11	0.06508290027220985
Hdac5	0.06560134566862909
Hdac7	0.113999614866166
Hddc2	0.14409066378845115
Hdhd2	0.106508875739645
Hdlbp	0.02353551062726801
Heatr1	0.1833771048972656
Heatr6	0.17860300618921307
Hebp1	0.10229918509895226
Heca	0.04699453551912569
Heg1	0.4814756671899528
Hemk1	0.2400932400932401
Heph	0.15269016697588125
Herc6	0.4783778589275418
Herpud1	0.11359602413915515
Herpud2	0.17401452282157678
Hes1	0.030726256983240226
Hes6	0.1018095238095238
Hexb	0.3233903830480847
Hey1	0.052164396887159535
Hgs	0.03292673800793235
Hhat	0.23795339057298054
Hic1	0.03722420806113645
Hif1an	0.024443999198557404
Hinfp	0.1240366972477064
Hip1	0.08739684921230309
Hipk2	0.03705220061412488
Hira	0.05378657487091222
Hirip3	0.3695414183189393
Hist2h2be	0.008127278100679737
Hivep1	0.2413294797687861
Hjurp	0.5923125393824826
Hlcs	0.17404403244495945
Hmgb2	0.008784145688269953
Hmgb3	0.029203411883764636
Hmgcl	0.1216157521355147
Hmgn5	0.3253255381344672
Hmgxb4	0.1116576487948844
Hnrnpa2b1	0.0034005343696866647
Hnrnpd	0.1366758241758242
Hnrnpf	0.038955087076077005
Hnrnpu	0.033537331701346394
Homer3	0.05015157506260709
Hopx	0.002778795342633764
Hp1bp3	0.11830553116769095
Hprt	0.03897007654836465
Hps1	0.14948131483564553
Hps4	0.3328514636790748
Hrct1	0.4892343120322394
Hs3st1	0.06654842689697718
Hsbp1	0.07221750212404418
Hscb	0.2281481481481481
Hsd17b10	0.15031196823596146
Hsd3b7	0.1228332337118948
Hsdl1	0.07142857142857142
Hsdl2	0.16871704745166954
Hsf1	0.07372803899664873
Hsp90ab1	0.003984575835475578
Hsp90b1	0.029590017825311937
Hspa12b	0.06471981057616417
Hspa2	0.001016998401859654
Hspa4	0.05489964580873672
Hspb1	0.0961898813241724
Hspb6	0.053172150518087616
Hspb8	0.04042834797256648
Hspg2	0.10320052253429132
Htatsf1	0.19070813038591236
Htra1	0.06265664160401002
Htra2	0.2405551272166538
Htt	0.08023027927486526
Hunk	0.06943118264902469
Huwe1	0.044104410441044115
Hyal2	0.13147979732363255
Iah1	0.15620476378470852
Iars2	0.1259766798894098
Ibtk	0.13182336646569984
Ica1	0.10897846022606099
Ica1l	0.23070522155190346
Icam1	0.20400782593229386
Id1	0.054041185573146064
Id4	0.03077176238275465
Idh2	0.029252676895904627
Ier3	0.235368068165945
Ifi35	0.2759840098400984
Ifih1	0.16902297399646551
Ifnar1	0.3765338110165696
Ifnar2	0.5150130548302871
Ifngr2	0.401778204974168
Ift140	0.09010025062656644
Ift46	0.07680193821926105
Ift52	0.10011021307861866
Ift57	0.06347810796553544
Ift81	0.031124807395993836
Ift88	0.04713804713804713
Igbp1	0.19225305426650247
Igfbp4	0.06584295236546904
Ighmbp2	0.11697887604623355
Ikbip	0.19404600811907985
Ikzf5	0.05331330955509669
Il15	0.24651691782769405
Il15ra	0.666964856230032
Il17rc	0.3311906948270585
Il17rd	0.12079085573061478
Il1r1	0.24975599175794386
Il1rap	0.20909444228527008
Il1rl2	0.3265771812080537
Il20rb	0.2389466389466389
Il4i1	0.10659025787965616
Il4ra	0.37373436569386537
Ildr2	0.1580405054526571
Ilf2	0.007120104927862096
Ilk	0.0103021978021978
Ilkap	0.07767158992180713
Ilvbl	0.1357630979498861
Immp1l	0.1225158778938742
Immt	0.16804058338617628
Impa2	0.08664964709415827
Impad1	0.07869565217391304
Impdh1	0.009184033910279051
Ing1	0.095873786407767
Ing2	0.012699308593198816
Ing4	0.020377917747313817
Ing5	0.03759472492864875
Ino80	0.04433962264150944
Ino80c	0.17411248504188276
Ino80d	0.1087463556851312
Inpp1	0.1321127069400285
Inpp4a	0.055555555555555546
Inpp5b	0.1864297253634895
Inpp5e	0.14760524970172148
Inpp5k	0.3961085755464809
Inppl1	0.0422728050658908
Insig1	0.040046207162110124
Ints3	0.023066964811109803
Ints5	0.06727911375303973
Ints7	0.04048284999263948
Ip6k1	0.03222431471019042
Ip6k2	0.05891016200294553
Ipmk	0.1095081222310576
Ipo4	0.15551239916342993
Ippk	0.1136405700536739
Iqcc	0.640659747961453
Iqcg	0.2754939256350473
Irak1	0.1905989919118509
Irak2	0.1977462346949832
Irf2bp1	0.03271954674220963
Irf2bp2	0.10101963746223566
Irf3	0.1485386607473178
Irf5	0.10629585394983793
Irf7	0.18896622840938387
Irf8	0.06553459119496853
Irf9	0.3236147153106396
Irgq	0.1219222462203024
Irx3	0.1126836646499568
Isca2	0.3847251962883655
Isg20l2	0.20335350479072112
Islr	0.10664479081214112
Islr2	0.11838454424005755
Ism1	0.0542157412600486
Isoc1	0.048308442548003656
Itch	0.057011494252873565
Itfg1	0.1109268472452552
Itfg2	0.09074988059226237
Itga1	0.1024533251041506
Itga4	0.15370705244122965
Itga7	0.10494728304947283
Itgb1	0.05950184501845018
Itgb1bp1	0.038804904178074036
Itgb3bp	0.4408450704225351
Itgb5	0.09526401741970604
Itih5	0.12758673158855752
Itpa	0.059417040358744386
Itpkb	0.19039534319670146
Itpkc	0.2779472456486632
Itpr2	0.024700441454698338
Itpr3	0.021875
Itsn1	0.05960531614981876
Ivd	0.13214890016920475
Jag1	0.02769461077844312
Jak1	0.04780262143407864
Jak2	0.048338368580060416
Jak3	0.06770948079606375
Jam2	0.238600563753938
Jam3	0.13083538083538082
Jarid2	0.10167793638868018
Jazf1	0.00425531914893617
Jdp2	0.018851756640959724
Jmjd1c	0.15390490738972692
Jmjd4	0.0900846795988229
Jmjd8	0.16277268620111007
Jmy	0.1222459132906894
Jun	0.0212342402123424
Kank1	0.14704896042924212
Kank2	0.08599707934447509
Kank3	0.14040413622995926
Kank4	0.2761341222879684
Kars	0.08360498561840844
Kat2a	0.022232373991167963
Kat2b	0.06902115453567588
Katna1	0.06806741081199387
Katnb1	0.03760541960459007
Kazald1	0.12025221438222487
Kazn	0.020535937891309797
Kbtbd3	0.07873880082701584
Kcmf1	0.06290956749672345
Kcne3	0.07831165383594373
Kcne4	0.05403265710044533
Kcng2	0.05716245569909684
Kcnj14	0.039915263686029656
Kcnj2	0.010554089709762534
Kcnk5	0.08445322793148881
Kcnrg	0.4200706001008573
Kctd1	0.004070556309362279
Kctd12	0.03255028404729004
Kctd2	0.03301787592008412
Kctd20	0.12486348744084455
Kctd3	0.056457304163726185
Kctd5	0.037528604118993135
Kctd7	0.04796307445314068
Kctd9	0.032765682259107566
Kdm1a	0.026007802340702213
Kdm1b	0.11970300615718946
Kdm2a	0.07862959842740802
Kdm3a	0.12197928653624855
Kdm3b	0.09784244856999498
Kdm4a	0.04996358339402767
Kdm6b	0.0983681912204091
Kdr	0.1483894317770539
Khdrbs1	0.09375915616759448
Khk	0.10487353485502776
Khnyn	0.20532762978806146
Khsrp	0.029390681003584232
Kif13a	0.06430034129692833
Kif13b	0.07551374102500619
Kif18a	0.2305379746835443
Kif1b	0.04175030108390205
Kif1c	0.05318780318780319
Kif20a	0.1453007880069191
Kif22	0.21079921330234225
Kif23	0.09972251127297954
Kif2c	0.1177734375
Kif3a	0.014911353763062109
Kif5b	0.034578826614224845
Kifc3	0.0440472017759084
Kin	0.05014854426619132
Kit	0.1746271158035864
Kitl	0.4031193761247751
Klc1	0.031252986715091274
Klf10	0.14096080910240202
Klf3	0.0452577175583182
Klf4	0.07523262720253415
Klf6	0.06897823681298414
Klf7	0.06725663716814159
Klhdc8b	0.06331136409027363
Klhl13	0.1179001721170396
Klhl18	0.008194278903456495
Klhl21	0.01614173228346457
Klhl23	0.02709109380291229
Klhl5	0.03812537673297167
Klk8	0.20532598714416894
Kptn	0.06538237011091651
Kras	0.14021695460024106
Krba1	0.4463695278402328
Kremen1	0.061949735873219135
Kri1	0.06895467974102709
Krr1	0.08044186375867443
Krt222	0.07976345016587336
Krtcap2	0.008800880088008802
Ksr1	0.07394751230180427
Lactb	0.2044544143566736
Lage3	0.4714971810398831
Lalba	0.3559563976122502
Lama4	0.103867050175775
Lamc3	0.15034298780487804
Lamp1	0.3429143429143429
Lamp2	0.5219063902543278
Lamtor2	0.11887655127367736
Lap3	0.11475970583205065
Larp1	0.1224772457459438
Lasp1	0.021320916554343827
Lat2	0.2431476569407604
Lats1	0.06908855011352577
Layn	0.20739709683833765
Lbh	0.07861498257839722
Lcat	0.17295081967213113
Lcorl	0.1941747572815534
Lcp2	0.2113393311831608
Ldha	0.034343186557095534
Ldhb	0.009297411516111992
Ldlrap1	0.059530623926731537
Lef1	0.05064130915524105
Lemd3	0.19751264755480608
Leng1	0.1561026112964454
Leng8	0.0675227394328518
Leo1	0.036100083094820434
Leprot	0.0684006080054045
Letm1	0.07141740897015159
Letm2	0.24175630400282136
Lgals1	0.1799830364715861
Lgals8	0.1398305084745763
Lhfpl2	0.10008591065292097
Lhpp	0.1184116554777889
Lifr	0.20424815438414715
Lig1	0.09623154943514473
Lig3	0.15566458519179305
Lima1	0.20474566638249506
Limd2	0.028237585199610518
Lime1	0.3545837723919916
Limk2	0.04831932773109244
Lims2	0.0607078853046595
Lin37	0.04403704403704404
Lin54	0.04963289280469897
Lipc	0.23508664315289066
Lipe	0.12474332648870635
Litaf	0.14906832298136646
Llgl1	0.09676452965847814
Llph	0.051336534783902085
Lman1	0.11247600767754318
Lman2	0.057368652129372165
Lman2l	0.09565075212557228
Lmbr1l	0.03936109526525955
Lmcd1	0.06059821312961285
Lmna	0.01959399823477493
Lmnb1	0.026741634668129455
Lmnb2	0.04325456449483222
Lmo2	0.005009276437847866
Lmo7	0.2017982017982018
Lmtk2	0.1700404858299595
Lnpep	0.17369152385363593
Lnx2	0.05691712350854562
Loxl2	0.08043451727084096
Loxl3	0.08273711245642999
Lpcat1	0.06013635194237201
Lpgat1	0.1363324960036538
Lpin2	0.11251261352169524
Lpp	0.13082147477360934
Lrch1	0.18126407844176493
Lrig1	0.1257505003335557
Lrig2	0.1276543812545765
Lrig3	0.13132400430570507
Lrp10	0.16496983408748114
Lrp12	0.059393156875403474
Lrp8	0.09355316783994072
Lrrc20	0.046133909287257024
