name	length	avg_phastCons	coverage	std
cCREs221570	501	0.0832855	1.0	0.224924
cCREs221707	505	0.0625575	1.17228	0.194667
cCREs221819	544	0.0866661	1.24449	0.209014
cCREs222182	503	0.0850741	1.0	0.0883973
cCREs222487	512	0.0341876	1.10156	0.0391423
cCREs222584	510	0.0500591	1.0	0.0844009
cCREs222909	540	0.264346	1.0	0.393524
cCREs223027	524	0.0482556	1.0	0.0806207
cCREs223130	503	0.0325377	1.0	0.0991194
cCREs223164	501	0.208557	1.13573	0.360121
cCREs223234	827	0.268275	1.10036	0.233877
cCREs223235	501	0.372059	1.1018	0.453355
cCREs223239	566	0.162812	1.10071	0.326173
cCREs223240	684	0.106716	1.10088	0.287045
cCREs223241	562	0.331354	1.10142	0.447576
cCREs223250	513	0.0556434	1.0	0.0946975
cCREs223301	552	0.235441	1.0	0.203043
cCREs223333	517	0.379782	1.07157	0.264213
cCREs223406	501	0.0192892	1.0	0.0751087
cCREs223459	524	0.0259949	1.0	0.0965802
cCREs223621	656	0.147483	1.0	0.1663
cCREs223665	721	0.247557	1.17892	0.371591
cCREs223681	707	0.203386	1.10042	0.327295
cCREs223763	751	0.411469	1.0	0.427089
cCREs223857	518	0.261282	1.02317	0.381749
cCREs223919	720	0.212487	1.0	0.349601
cCREs224014	545	0.384882	1.08624	0.421313
cCREs224094	505	0.263671	1.0	0.408226
cCREs224259	501	0.0708291	1.0	0.174202
cCREs224261	535	0.355734	1.0	0.274514
cCREs224313	501	0.575379	1.13573	0.463988
cCREs224321	675	0.0590546	1.0	0.192576
cCREs224442	517	0.0975777	1.24371	0.13637
cCREs224458	526	0.0713763	1.0	0.196784
cCREs224607	501	0.374723	1.0	0.440152
cCREs224642	501	0.365604	1.01597	0.330632
cCREs224643	501	0.311917	1.11577	0.323588
cCREs224702	529	0.0102237	1.0	0.0458028
cCREs224870	1079	0.065506	1.0	0.165568
cCREs224912	541	0.210728	1.15157	0.338092
cCREs224952	520	0.0124048	1.02308	0.0640466
cCREs224964	542	0.131864	1.05166	0.153653
cCREs224995	501	0.057667	1.0	0.199976
cCREs225005	555	0.024999	1.0	0.103615
cCREs225011	556	0.266147	1.0	0.41954
cCREs225137	508	0.0991007	1.0	0.225291
cCREs225478	501	0.14124	1.0	0.320216
cCREs225570	501	0.0453546	0.986028	0.11193
cCREs225585	735	0.0584551	1.17959	0.129841
cCREs225596	1065	0.330074	1.2	0.273279
cCREs225646	516	0.0354255	1.0	0.131658
cCREs225713	501	0.1613	1.01597	0.315443
cCREs225722	505	0.0403308	1.0	0.144476
cCREs225757	813	0.0895695	0.99139	0.223424
cCREs225820	512	0.0288528	1.0	0.095619
cCREs225927	971	0.103622	0.962925	0.214108
cCREs225987	506	0.238069	1.0	0.387298
cCREs226505	526	0.0861184	1.11027	0.192239
cCREs226575	523	0.0474441	0.986616	0.0848131
cCREs226732	519	0.115306	1.0501	0.240591
cCREs226740	987	0.116544	1.05066	0.285789
cCREs226751	692	0.293295	1.0	0.431178
cCREs226770	683	0.110321	1.13616	0.27308
cCREs226786	531	0.308608	1.13748	0.426197
cCREs226945	519	0.317513	1.0	0.407155
cCREs226956	602	0.208466	1.0	0.360714
cCREs227119	634	0.0373001	1.0	0.0762014
cCREs227155	501	0.136542	1.0	0.306354
cCREs227228	565	0.207819	1.09381	0.331019
cCREs227663	547	0.0595239	0.992687	0.0933978
cCREs227758	501	0.901246	1.12176	0.245479
cCREs227783	588	0.321594	1.18707	0.413889
cCREs227936	525	0.0866901	1.10857	0.196157
cCREs227954	501	0.041203	0.966068	0.0811851
cCREs227955	521	0.0477201	1.0	0.147328
cCREs227961	512	0.502698	1.15039	0.486823
cCREs227984	542	0.0756712	1.00554	0.144899
cCREs228017	621	0.167549	1.00805	0.320667
cCREs228084	565	0.105095	1.0	0.0827542
cCREs228232	525	0.0390637	1.0	0.101767
cCREs228353	887	0.0176916	1.07215	0.075587
cCREs228368	580	0.0155586	1.0	0.0383212
cCREs228472	605	0.074955	1.16529	0.167168
cCREs228515	555	0.0265698	1.2	0.0820874
cCREs228606	501	0.0150093	0.832335	0.0338209
cCREs228726	519	0.0803929	1.079	0.158408
cCREs228738	748	0.0920116	0.963904	0.221672
cCREs228743	507	0.0227235	1.03748	0.0928278
cCREs228960	501	0.0669184	1.06786	0.20352
cCREs229064	501	0.00870304	1.24351	0.0407962
cCREs229067	527	0.123441	1.0	0.173086
cCREs229196	788	0.0919124	1.00761	0.230884
cCREs229207	523	0.338615	1.0	0.432267
cCREs229243	557	0.339786	1.22262	0.41897
cCREs229256	501	0.0165964	1.0	0.0666191
cCREs229646	533	0.0454079	1.03002	0.169086
cCREs229671	517	0.222833	1.0	0.383452
cCREs229695	828	0.0293134	1.20773	0.0938522
cCREs229699	612	0.0203849	1.20752	0.0614162
cCREs229729	1016	0.261134	1.0	0.398632
cCREs229832	546	0.229958	1.07875	0.35509
cCREs229894	501	0.0937359	1.19162	0.222772
cCREs229899	525	0.200599	1.0	0.376009
cCREs229900	573	0.0839167	1.01571	0.160676
cCREs230066	516	0.276871	1.04457	0.300673
cCREs230102	536	0.309332	1.00746	0.439841
cCREs230360	867	0.262278	1.0	0.398955
cCREs230601	527	0.0288975	1.0	0.0804377
cCREs230765	996	0.0272115	1.07932	0.0821055
cCREs230780	913	0.014366	0.990142	0.0403
cCREs230810	616	0.125447	0.928571	0.187848
cCREs230932	501	0.0323765	1.24351	0.114879
cCREs231002	522	0.136489	1.18582	0.191749
cCREs231004	542	0.0349951	1.18635	0.141505
cCREs231060	549	0.0330278	1.15847	0.095908
cCREs231080	552	0.0498527	1.12862	0.108649
cCREs231298	1043	0.0610803	1.0	0.193532
cCREs231334	501	0.111675	1.0	0.206436
cCREs231336	501	0.701993	1.0	0.326158
cCREs231644	501	0.0577052	1.0	0.134568
cCREs231776	548	0.0520067	1.0	0.0908378
cCREs231896	896	0.180914	1.23661	0.351114
cCREs232049	648	0.205461	1.0216	0.302769
cCREs232088	672	0.191164	1.0	0.359344
cCREs232142	518	0.358738	1.12162	0.450502
cCREs232308	501	0.0693994	1.0	0.18154
cCREs232339	783	0.0832109	0.91954	0.194364
cCREs232353	501	0.0825482	1.08583	0.215164
cCREs232602	640	0.0819448	1.0	0.0872005
cCREs232814	527	0.498617	1.09298	0.450792
cCREs232939	501	0.231786	1.00798	0.342953
cCREs232974	501	0.0491095	1.1517	0.135585
cCREs232979	703	0.152237	0.965861	0.268702
cCREs232989	536	0.0719949	1.07276	0.212369
cCREs233287	501	0.0381642	0.98004	0.143476
cCREs233429	568	0.254203	1.0	0.355603
cCREs233451	955	0.0200316	0.837696	0.058464
cCREs233457	926	0.0255645	1.0	0.0859934
cCREs233525	554	0.0154366	1.0	0.0683749
cCREs233647	508	0.0544839	1.0	0.160169
cCREs233685	712	0.0598225	1.0323	0.173191
cCREs233699	721	0.205547	1.0	0.342947
cCREs233785	565	0.106688	1.0	0.271516
cCREs233956	540	0.122371	1.0	0.229132
cCREs233959	523	0.0725867	1.13576	0.179142
cCREs233960	521	0.904828	1.13628	0.255766
cCREs233997	515	0.174719	1.16505	0.302691
cCREs234095	516	0.182218	1.0	0.345781
cCREs234106	521	0.650934	1.10173	0.45133
cCREs234329	795	0.250989	1.0	0.408798
cCREs234408	546	0.344929	1.05128	0.257892
cCREs234671	501	0.0219501	1.12176	0.136509
cCREs234681	511	0.0189057	1.0	0.0940454
cCREs234711	618	0.07953	1.04369	0.200848
cCREs234739	501	0.235464	1.23752	0.384041
cCREs234743	838	0.01366	1.23628	0.0302738
cCREs234772	527	0.0288206	1.0	0.137523
cCREs234855	931	0.0679727	1.0	0.23698
cCREs234960	516	0.100225	1.0	0.158245
cCREs235046	501	0.0363235	1.0	0.0787893
cCREs235079	907	0.184631	1.21499	0.368294
cCREs235120	501	0.00266654	1.20758	0.0173419
cCREs235135	503	0.0478802	0.868787	0.0655465
cCREs235175	551	0.04041	1.0	0.0791231
cCREs235238	856	0.341624	1.0	0.451298
cCREs235274	683	0.0233356	1.0	0.0617583
cCREs235375	541	0.135832	1.0	0.135246
cCREs235503	591	0.0537449	1.22166	0.15739
cCREs235518	538	0.00357365	1.0	0.00948121
cCREs235538	556	0.0443911	1.20863	0.0885012
cCREs236073	531	0.0148968	1.0	0.0431574
cCREs236322	555	0.126888	1.0	0.213059
cCREs236559	607	0.0484634	1.21582	0.126099
cCREs236628	581	0.0150108	1.11532	0.0785724
cCREs236636	727	0.269614	1.07978	0.340316
cCREs236720	520	0.165584	1.0	0.344523
cCREs236739	532	0.0476467	0.915414	0.177758
cCREs236906	643	0.258413	1.0	0.419203
cCREs236914	501	0.259172	1.18563	0.353581
cCREs236936	532	0.0414859	1.1015	0.109735
cCREs236948	861	0.0574918	1.0	0.132448
cCREs236958	588	0.0435244	1.0	0.0711887
cCREs236960	702	0.23679	1.0	0.408959
cCREs237009	617	0.180718	0.920583	0.190074
cCREs237080	501	0.15273	1.03593	0.335226
cCREs237086	542	0.00434881	1.0941	0.0151107
cCREs237178	504	0.170593	1.20833	0.138768
cCREs237262	501	0.0781299	1.0	0.223513
cCREs237453	782	0.0217323	1.14322	0.0854579
cCREs237483	501	0.407587	1.08583	0.482011
cCREs237502	776	0.434464	1.0	0.478081
cCREs237511	599	0.438322	1.0	0.450697
cCREs237561	637	0.0696653	1.17268	0.138495
cCREs237658	522	0.116429	1.0	0.292153
cCREs237671	593	0.415581	1.0	0.453934
cCREs237679	724	0.173271	1.15746	0.345984
cCREs237741	526	0.0067013	1.10076	0.03093
cCREs237758	574	0.00768575	1.0	0.0287925
cCREs237786	530	0.147836	1.0	0.285594
cCREs237807	560	0.0869194	1.17143	0.150602
cCREs237932	614	0.0241629	1.0	0.114872
cCREs238107	861	0.661729	1.00813	0.417336
cCREs238179	536	0.485867	1.0	0.462884
cCREs238186	555	0.0516363	1.13694	0.134546
cCREs238236	507	0.43636	1.0	0.455286
cCREs238274	533	0.644305	1.06567	0.453494
cCREs238408	520	0.15875	1.0	0.233428
cCREs238410	575	0.430989	1.0	0.454306
cCREs238428	501	0.377598	1.0	0.439103
cCREs238445	706	0.0545455	1.20822	0.101682
cCREs238491	708	0.0163402	1.0	0.0764957
cCREs238558	501	0.213458	1.0	0.364004
cCREs238584	506	0.0368923	1.0	0.133359
cCREs238687	533	0.274942	0.992495	0.355313
cCREs238694	598	0.191738	1.0	0.165843
cCREs238736	515	0.121351	1.0	0.274702
cCREs238830	551	0.0640262	1.02904	0.176562
cCREs238861	1160	0.053689	1.06034	0.147432
cCREs238865	501	0.164848	1.24351	0.310418
cCREs238867	638	0.143078	1.0	0.29831
cCREs238879	570	0.230661	1.0	0.39254
cCREs238901	641	0.379041	1.0	0.418244
cCREs239034	561	0.054134	1.0	0.153931
cCREs239120	501	0.0639338	1.09381	0.15887
cCREs239207	536	0.0335109	1.0	0.141493
cCREs239241	585	0.0554569	1.0	0.126178
cCREs239356	921	0.0352289	1.15092	0.108303
cCREs239457	515	0.0601284	1.0	0.0907267
cCREs239474	544	0.0846056	1.22243	0.204637
cCREs239972	524	0.151074	1.0	0.240771
cCREs239977	521	0.243778	0.998081	0.307543
cCREs240026	513	0.089688	1.17934	0.223845
cCREs240142	501	0.341668	1.0	0.412782
cCREs240257	533	0.0422739	1.0	0.10987
cCREs240407	929	0.0204712	1.0	0.106502
cCREs240427	533	0.0789584	1.18574	0.200565
cCREs240466	754	0.406901	1.0	0.460309
cCREs240554	663	0.1271	1.11463	0.193334
cCREs240565	542	0.201237	1.24354	0.341224
cCREs240573	948	0.28246	1.0	0.394579
cCREs240587	640	0.281332	1.15781	0.414677
cCREs240589	601	0.0793542	1.15807	0.215585
cCREs240598	519	0.0615987	1.0	0.13681
cCREs240634	541	0.081312	1.0	0.203798
cCREs240708	545	0.141092	1.0	0.166201
cCREs240797	520	0.281522	1.04423	0.266034
cCREs240811	571	0.0861052	1.0	0.229683
cCREs240826	548	0.0237491	1.08029	0.0960381
cCREs240852	529	0.00281097	1.11531	0.0154005
cCREs241010	501	0.12026	1.11577	0.218633
cCREs241011	501	0.101974	1.10778	0.163902
cCREs241022	501	0.00540827	1.0	0.0248728
cCREs241087	670	0.112009	1.17164	0.237883
cCREs241369	501	0.127063	1.0	0.26004
cCREs241392	509	0.0561568	1.17289	0.160984
cCREs241475	512	0.0774096	1.0	0.215033
cCREs241774	515	0.404455	1.0	0.406242
cCREs241780	962	0.0339218	1.0	0.123849
cCREs241806	516	0.234321	1.1376	0.310777
cCREs241908	521	0.0559159	1.20729	0.128426
cCREs241936	538	0.0839621	1.0	0.21842
cCREs241980	501	0.209495	1.19361	0.356721
cCREs242014	665	0.0563059	1.0	0.173465
cCREs242086	697	0.0934277	1.0	0.152831
cCREs242100	864	0.0473244	1.20023	0.107447
cCREs242115	523	0.0603133	1.1587	0.157229
cCREs242156	557	0.0845846	1.04309	0.220558
cCREs242169	501	0.112801	1.20758	0.259786
cCREs242197	507	0.292718	1.0	0.386034
cCREs242221	525	0.447018	1.0	0.443399
cCREs242471	501	0.0795582	1.22954	0.153808
cCREs242476	573	0.161622	1.01047	0.271485
cCREs242613	547	0.28065	1.11517	0.415465
cCREs242902	789	0.0596126	1.0	0.14042
cCREs242904	501	0.098535	1.0	0.216836
cCREs242930	502	0.129396	1.0	0.269376
cCREs242997	860	0.0903504	0.989535	0.173055
cCREs243084	501	0.254718	1.22954	0.364835
cCREs243092	517	0.118343	1.15087	0.169014
cCREs243116	561	0.861841	1.0	0.31193
cCREs243408	533	0.00811524	1.0	0.0462124
cCREs243439	502	0.619474	1.17928	0.45941
cCREs243558	1299	0.306778	1.26251	0.419007
cCREs243581	501	0.030702	1.0	0.114785
cCREs243736	748	0.204315	1.21524	0.373089
cCREs243793	542	0.0699243	1.0	0.149963
cCREs243961	593	0.0868521	1.15008	0.237249
cCREs244139	508	0.00412071	1.0	0.0146257
cCREs244297	1007	0.133681	1.0715	0.25965
cCREs244332	844	0.218705	1.22156	0.393455
cCREs244350	757	0.218033	1.16513	0.35736
cCREs244389	501	0.0942926	1.06587	0.211288
cCREs244525	530	0.0977623	1.03208	0.146168
cCREs244533	520	0.650702	1.19423	0.428028
cCREs244603	559	0.190796	1.22898	0.254008
cCREs244669	927	0.388004	1.02157	0.460251
cCREs244772	556	0.678609	1.0	0.440165
cCREs244918	507	0.133009	1.22288	0.165761
cCREs244942	956	0.0943048	1.0931	0.17729
cCREs245121	568	0.213651	1.0	0.364043
cCREs245136	524	0.0200658	1.16603	0.0842454
cCREs245153	666	0.0509574	1.12162	0.20114
cCREs245275	652	0.0798283	1.22239	0.18155
cCREs245375	522	0.197693	1.0	0.339456
cCREs245383	537	0.0142756	1.0	0.0639946
cCREs245538	537	0.014894	1.03724	0.0877126
cCREs245544	538	0.0205163	1.12268	0.0343923
cCREs245719	871	0.107138	1.04363	0.268048
cCREs245791	546	0.239599	1.21429	0.374189
cCREs245854	519	0.338552	1.0	0.436089
cCREs245929	523	0.0190428	1.08031	0.108827
cCREs246069	752	0.0177926	1.0	0.0322094
cCREs246328	1169	0.170113	1.33618	0.324392
cCREs246409	556	0.2636	1.0	0.431403
cCREs246425	962	0.0728779	1.0	0.22739
cCREs246430	501	0.150555	1.06587	0.219962
cCREs246439	501	0.382255	1.0	0.476569
cCREs246734	522	0.129811	1.00766	0.272227
cCREs246766	576	0.136341	1.0	0.283381
cCREs246778	537	0.117806	1.0	0.259656
cCREs246804	541	0.741517	1.0573	0.401891
cCREs246842	531	0.0581597	1.15819	0.18908
cCREs246848	501	0.0658126	1.15768	0.216036
cCREs246851	520	0.0138016	1.22885	0.0576645
cCREs246870	582	0.00693986	1.21478	0.0398898
cCREs246919	501	0.155156	1.15768	0.306761
cCREs247096	616	0.224871	1.0	0.336148
cCREs247122	535	0.0267754	1.10093	0.129892
cCREs247123	501	0.322255	1.09381	0.459617
cCREs247168	856	0.234964	1.0	0.405121
cCREs247568	904	0.320736	1.04314	0.409166
cCREs247570	571	0.424994	1.04378	0.453788
cCREs247575	501	0.013718	1.0	0.0291662
cCREs247578	501	0.225922	1.1018	0.360347
cCREs247582	515	0.0817143	1.02718	0.0796952
cCREs247590	501	0.115825	1.17166	0.268714
cCREs247592	571	0.529201	1.17163	0.480033
cCREs247630	672	0.127659	1.0	0.263876
cCREs247729	590	0.218416	1.0	0.35469
cCREs247774	530	0.191843	1.0	0.339477
cCREs247813	524	0.162131	1.08588	0.178206
cCREs247883	532	0.266696	1.0	0.380747
cCREs247897	651	0.00723357	1.0	0.0177023
cCREs247899	501	0.598245	1.23752	0.448053
cCREs247933	521	0.407051	1.0	0.446049
cCREs247948	507	0.149199	1.0	0.308199
cCREs247963	526	0.586424	1.0	0.464142
cCREs247967	678	0.344838	1.0	0.446277
cCREs247971	505	0.00685144	1.0	0.0628291
cCREs248021	521	0.303068	1.14395	0.421619
cCREs248024	554	0.0926436	1.0	0.212462
cCREs248070	929	0.0267511	1.15716	0.0762225
cCREs248197	548	0.13432	1.10036	0.236545
cCREs248206	525	0.124962	0.940952	0.260621
cCREs248277	563	0.0186555	1.0	0.0685765
cCREs248395	1105	0.0530847	1.05792	0.147781
cCREs248504	529	0.0676503	1.0	0.203521
cCREs248536	557	0.406685	1.0	0.42863
cCREs248924	501	0.0374744	1.0	0.124258
cCREs248934	549	0.499159	0.903461	0.424941
cCREs248951	501	0.0193625	1.0	0.105293
cCREs248952	550	0.064627	1.0	0.148853
cCREs249244	501	0.0858515	1.11577	0.225124
cCREs249404	516	0.00859039	0.922481	0.0201631
cCREs249567	517	0.173648	1.0	0.252088
cCREs249668	501	0.0856983	1.0	0.222653
cCREs249669	803	0.349198	0.916563	0.456601
cCREs249676	597	0.0697017	1.12228	0.152572
cCREs249698	517	0.0435286	0.994197	0.0524793
cCREs249733	526	0.365156	0.861217	0.422764
cCREs249739	521	0.00970721	1.0	0.0397895
cCREs249907	589	0.147247	1.0	0.3053
cCREs250164	501	0.149793	1.22954	0.143604
cCREs250326	533	0.0501477	1.0	0.115081
cCREs250349	539	0.0210089	1.0	0.093426
cCREs250392	772	0.141355	1.0	0.294709
cCREs250483	501	0.0615548	1.0	0.202624
cCREs250514	501	0.0692234	1.0	0.161495
cCREs250517	834	0.262013	1.17146	0.284037
cCREs250552	543	0.108071	1.0	0.289104
cCREs250693	502	0.0151485	1.0	0.032783
cCREs250732	510	0.0230594	1.23725	0.0887321
cCREs250783	519	0.249414	0.95183	0.37556
cCREs250856	521	0.00742816	1.0	0.0177808
cCREs251105	501	0.0159976	1.0	0.067894
cCREs251141	783	0.022667	1.09323	0.0748163
cCREs251170	739	0.2292	1.0	0.377228
cCREs251350	518	0.0569464	0.96332	0.0654595
cCREs251419	909	0.063731	1.0	0.200932
cCREs251427	533	0.0309044	1.18011	0.102679
cCREs251555	789	0.15683	1.07858	0.23005
cCREs251762	523	0.13649	1.17208	0.313935
cCREs251771	505	0.0730264	1.14455	0.194151
cCREs251940	501	0.320572	1.0	0.431883
cCREs252061	501	0.17496	1.18762	0.286042
cCREs252239	501	0.043405	1.0	0.115338
cCREs252499	501	0.162867	1.0	0.311742
cCREs252582	501	0.0595953	1.01597	0.207661
cCREs252608	551	0.0889229	1.16515	0.221297
cCREs252621	539	0.168728	1.03711	0.304564
cCREs252645	559	0.0864011	1.03578	0.106791
cCREs252688	526	0.0157203	1.0	0.0419899
cCREs252704	534	0.0888863	1.10112	0.18472
cCREs252724	510	0.141777	1.03725	0.208253
cCREs252782	539	0.02558	1.17254	0.05371
cCREs252794	693	0.197996	1.08369	0.208329
cCREs252800	544	0.08497	1.14338	0.226515
cCREs252832	550	0.0451259	1.23636	0.186322
cCREs252840	501	0.00482439	1.13573	0.0239388
cCREs252841	914	0.283275	1.13676	0.439947
cCREs252858	653	0.182909	1.0	0.348794
cCREs252880	543	0.0058538	1.02947	0.0111574
cCREs253007	645	0.0949821	1.0	0.266029
cCREs253027	501	0.0169383	1.00798	0.103678
cCREs253037	521	0.37402	1.0	0.431191
cCREs253061	501	0.252764	1.0	0.269998
cCREs253097	709	0.0736376	1.0	0.177996
cCREs253223	850	0.0207951	1.0	0.0636499
cCREs253313	501	0.165821	0.986028	0.151773
cCREs253330	575	0.0330775	1.0	0.0710971
cCREs253435	832	0.228825	1.01442	0.366534
cCREs253459	596	0.181081	1.08725	0.133601
cCREs253476	501	0.0880869	1.18762	0.265167
cCREs253503	544	0.0883063	1.0	0.0801776
cCREs253635	530	0.128282	1.0434	0.30246
cCREs253649	617	0.0401614	1.06483	0.118391
cCREs253671	514	0.424686	1.10895	0.454648
cCREs253675	501	0.0299684	1.05788	0.0914379
cCREs253678	595	0.0261729	1.05714	0.0520193
cCREs253679	506	0.185226	1.0	0.353685
cCREs253702	544	0.259941	1.12316	0.417767
cCREs253763	577	0.324382	1.17158	0.452292
cCREs253767	683	0.0293696	1.22255	0.120562
cCREs253802	565	0.136783	1.23009	0.157151
cCREs253814	635	0.0965409	0.95748	0.134106
cCREs253829	588	0.0601842	1.22279	0.160525
cCREs253891	508	0.0857526	1.02165	0.192476
cCREs253929	560	0.0789048	0.805357	0.155213
cCREs253959	1100	0.196206	1.0	0.356679
cCREs254105	524	0.0335263	1.14313	0.0659999
cCREs254130	531	0.229503	1.0	0.376947
cCREs254133	501	0.267927	1.05788	0.385285
cCREs254171	501	0.224423	1.07186	0.381165
cCREs254371	580	0.11646	1.0	0.279279
cCREs254445	574	0.043935	1.22997	0.0883388
cCREs254452	562	0.0298186	1.0089	0.103556
cCREs254590	515	0.186215	1.0	0.358635
cCREs254722	536	0.074175	1.10821	0.183133
cCREs254771	654	0.0951654	1.0	0.246989
cCREs254895	577	0.0738167	1.12998	0.190578
cCREs254948	501	0.546964	1.1517	0.479504
cCREs255015	507	0.0778616	1.0	0.182823
cCREs255018	555	0.0276129	1.0	0.116986
cCREs255051	557	0.123954	1.0	0.151011
cCREs255162	506	0.0747971	1.23715	0.201595
cCREs255171	514	0.0324287	1.0	0.120417
cCREs255180	501	0.0118968	1.0	0.0443527
cCREs255309	501	0.38106	1.0	0.30924
cCREs255539	532	0.122997	1.04323	0.263576
cCREs255574	528	0.577182	1.0	0.443993
cCREs255655	501	0.113204	1.03593	0.291803
cCREs255680	543	0.925706	1.0	0.239585
cCREs255706	501	0.227665	1.0	0.382211
cCREs255749	839	0.0968552	1.0	0.235586
cCREs255757	850	0.061186	1.0	0.191534
cCREs255771	524	0.0207077	1.10115	0.0601814
cCREs255911	501	0.00417381	1.0	0.0121445
cCREs256072	539	0.120664	1.0	0.183192
cCREs256117	521	0.0426692	1.0	0.117437
cCREs256128	514	0.0277101	0.964981	0.0741029
cCREs256194	532	0.0211639	1.0	0.109927
cCREs256361	514	0.118572	0.986381	0.238116
cCREs256630	587	0.123214	1.0	0.263549
cCREs256802	537	0.435828	1.10056	0.470401
cCREs256849	582	0.0506164	1.0	0.15306
cCREs256857	696	0.0290032	1.0	0.102659
cCREs256882	527	0.133592	1.12144	0.298036
cCREs256923	501	0.267463	1.0	0.407358
cCREs256935	576	0.120177	1.10764	0.15909
cCREs256941	523	0.298982	1.0	0.404049
cCREs257014	504	0.00593203	1.0	0.0133509
cCREs257268	561	0.0307378	1.0	0.117446
cCREs257474	510	0.175916	1.0	0.239977
cCREs257539	533	0.571422	1.0	0.451711
cCREs257777	921	0.22635	1.17915	0.361415
cCREs257978	583	0.0298992	1.22298	0.106812
cCREs258040	511	0.146661	1.10176	0.239532
cCREs258120	516	0.0402966	1.0	0.15228
cCREs258209	511	0.434548	1.05871	0.43783
cCREs258287	502	0.18179	1.18725	0.305298
cCREs258323	617	0.103879	0.97893	0.152599
cCREs258363	501	0.0377297	1.0	0.110895
cCREs258446	957	0.0291294	1.22153	0.125719
cCREs258488	853	0.32792	1.0	0.431867
cCREs258506	559	0.294879	1.17889	0.411351
cCREs258539	501	0.0763622	1.07984	0.0857815
cCREs258555	501	0.102215	1.0	0.160138
cCREs258560	536	0.0949003	1.22761	0.117975
cCREs258586	536	0.0146483	1.0	0.0325247
cCREs258598	526	0.0559262	1.0	0.0506409
cCREs258907	531	0.0290184	1.0	0.0936876
cCREs258917	598	0.0100564	1.0	0.0342831
cCREs259191	521	0.0169928	1.0	0.052676
cCREs259237	526	0.0482962	1.22243	0.10219
cCREs259324	545	0.0482796	1.22936	0.166266
cCREs259418	604	0.268166	1.0149	0.404374
cCREs259604	538	0.0332236	1.0	0.102081
cCREs259751	576	0.303394	1.22917	0.428724
cCREs259782	501	0.102937	0.908184	0.189965
cCREs259786	521	0.602999	1.0	0.427443
cCREs259812	1099	0.2422	1.24295	0.40719
cCREs259868	556	0.126754	1.05755	0.182545
cCREs259994	1371	0.168366	1.2108	0.319681
cCREs260128	857	0.0369366	0.894982	0.10612
cCREs260278	540	0.109341	1.16481	0.230008
cCREs260539	646	0.0144824	1.00774	0.0517886
cCREs260774	713	0.973561	1.0575	0.138006
cCREs260835	594	0.0415241	1.0	0.149212
cCREs260876	534	0.490257	1.0	0.452028
cCREs260906	528	0.247608	1.01515	0.394325
cCREs260984	501	0.0245316	0.924152	0.0463898
cCREs260988	540	0.0734856	1.19444	0.0881396
cCREs261002	966	0.282839	1.0	0.407449
cCREs261127	521	0.0506999	1.0	0.0805296
cCREs261189	521	0.012218	1.19386	0.0668914
cCREs261267	501	0.0787215	1.0	0.129966
cCREs261275	637	0.0180529	1.05651	0.0689541
cCREs261324	537	0.0168721	1.2365	0.0756968
cCREs261600	581	0.0962726	1.0	0.197091
cCREs261670	501	0.0690313	1.0	0.212107
cCREs261713	535	0.0264842	1.01495	0.0864963
cCREs261760	539	0.113075	1.1039	0.250344
cCREs261912	505	0.162242	1.0	0.335385
cCREs262102	690	0.130855	1.16522	0.224434
cCREs262219	590	0.345901	1.17966	0.442257
cCREs262223	501	0.0550225	1.17166	0.133466
cCREs262272	527	0.0665731	1.0797	0.178516
cCREs262287	668	0.101459	1.10778	0.164934
cCREs262326	533	0.0945363	1.09381	0.170664
cCREs262428	501	0.360072	1.09381	0.422932
cCREs262491	504	0.206794	1.2004	0.337037
cCREs262495	806	0.694998	1.0	0.410836
cCREs262573	525	0.198518	1.0	0.330359
cCREs262604	657	0.0685194	1.06545	0.197079
cCREs262760	501	0.0759508	1.19361	0.193397
cCREs262814	905	0.855205	1.10718	0.322467
cCREs262839	684	0.417929	1.0	0.436323
cCREs262873	547	0.145667	1.24314	0.290337
cCREs262897	544	0.177497	1.0	0.335013
cCREs262979	678	0.126545	1.15192	0.109319
cCREs263022	540	0.093941	1.0	0.23919
cCREs263053	512	0.0700403	1.13672	0.187241
cCREs263054	542	0.0662081	1.13653	0.171792
cCREs263072	529	0.201576	1.10397	0.349761
cCREs263076	501	0.0447152	1.2016	0.145975
cCREs263078	584	0.247032	1.01541	0.389202
cCREs263181	527	0.137029	1.0	0.259203
cCREs263319	567	0.423425	1.14286	0.456255
cCREs263351	948	0.0167134	1.16456	0.0829486
cCREs263373	541	0.0372921	1.0	0.164589
cCREs263380	928	0.0645864	1.18642	0.195349
cCREs263456	535	0.115699	1.0	0.1284
cCREs263642	519	0.0452528	1.12331	0.0968636
cCREs263714	517	0.107565	1.06576	0.227952
cCREs263900	501	0.0332893	1.03593	0.109015
cCREs264014	501	0.0630376	1.0	0.170929
cCREs264083	521	0.0490778	1.0	0.131975
cCREs264133	529	0.0344648	1.09452	0.139064
cCREs264159	595	0.162342	1.0	0.263018
cCREs264193	533	0.0859799	1.0	0.194719
cCREs264223	501	0.526176	1.0	0.433148
cCREs264260	524	0.103452	1.0	0.238416
cCREs264275	516	0.22268	1.20155	0.34705
cCREs264299	541	0.0882307	1.0	0.216422
cCREs264343	521	0.0223703	1.01536	0.062274
cCREs264418	537	0.0190863	1.2365	0.0747727
cCREs264422	501	0.0303124	1.23752	0.0901091
