name	chromosome	start	end	length
cCREs52747	chr10	68897454	68897989	535
cCREs53242	chr10	70481556	70482069	513
cCREs53635	chr10	72071142	72071771	629
cCREs53798	chr10	72999755	73000597	842
cCREs55005	chr10	78272853	78273905	1052
cCREs55856	chr10	83211004	83211609	605
cCREs55909	chr10	83584376	83584959	583
cCREs56044	chr10	84162405	84163148	743
cCREs56074	chr10	84301362	84302054	692
cCREs56173	chr10	84600067	84600618	551
cCREs56294	chr10	85044139	85044674	535
cCREs57793	chr10	91439954	91440548	594
cCREs57913	chr10	91983631	91984388	757
cCREs59879	chr10	99596109	99596660	551
cCREs61887	chr10	109569665	109570237	572
cCREs63485	chr10	116424460	116425450	990
cCREs63549	chr10	116699071	116700211	1140
cCREs66428	chr11	3161157	3161715	558
cCREs66474	chr11	3382814	3383368	554
cCREs66721	chr11	4434228	4435024	796
cCREs67068	chr11	5906088	5906653	565
cCREs67075	chr11	5942704	5943256	552
cCREs69868	chr11	21360473	21360985	512
cCREs70480	chr11	24307578	24308628	1050
cCREs71290	chr11	28948241	28948766	525
cCREs72054	chr11	32443877	32444716	839
cCREs72850	chr11	35561695	35562594	899
cCREs74542	chr11	43399285	43399821	536
cCREs76868	chr11	53526144	53526787	643
cCREs76990	chr11	54071620	54072172	552
cCREs78847	chr11	62463464	62464017	553
cCREs78979	chr11	63157010	63157664	654
cCREs79008	chr11	63299565	63300814	1249
cCREs79220	chr11	64383267	64383815	548
cCREs79304	chr11	64846532	64847209	677
cCREs81124	chr11	72437020	72437703	683
cCREs81270	chr11	73099926	73100431	505
cCREs81600	chr11	75461966	75463429	1463
cCREs82203	chr11	78137507	78138012	505
cCREs82237	chr11	78318379	78318898	519
cCREs83298	chr11	82662032	82662559	527
cCREs83607	chr11	84306246	84306803	557
cCREs84264	chr11	87847798	87848328	530
cCREs84646	chr11	89340184	89341148	964
cCREs85108	chr11	91327419	91327968	549
cCREs88345	chr11	107001690	107002221	531
cCREs89018	chr11	109360431	109361200	769
cCREs89134	chr11	109758745	109759260	515
cCREs90083	chr11	113950353	113950907	554
cCREs91839	chr11	120233358	120234083	725
cCREs92605	chr12	4996932	4997441	509
cCREs95527	chr12	21154596	21155529	933
cCREs96870	chr12	29626257	29626818	561
cCREs97029	chr12	30023422	30023935	513
cCREs97031	chr12	30027667	30028425	758
cCREs97971	chr12	34045851	34046370	519
cCREs98491	chr12	36209777	36210545	768
cCREs99541	chr12	41000623	41001172	549
cCREs99605	chr12	41312324	41312833	509
cCREs99995	chr12	43803755	43804285	530
cCREs100650	chr12	47219259	47220049	790
cCREs101033	chr12	50371490	50372094	604
cCREs102373	chr12	56658973	56659480	507
cCREs102732	chr12	58920768	58921658	890
cCREs104810	chr12	71569566	71570612	1046
cCREs106740	chr12	79915915	79916468	553
cCREs109284	chr12	90993253	90993780	527
cCREs109399	chr12	91609278	91609915	637
cCREs109432	chr12	91743985	91744564	579
cCREs109542	chr12	92186327	92187518	1191
cCREs109582	chr12	92353197	92353810	613
cCREs110332	chr12	97361737	97362311	574
cCREs111099	chr12	100196724	100197267	543
cCREs111615	chr12	102498609	102499190	581
cCREs111805	chr12	103164484	103165178	694
cCREs111994	chr12	104141980	104142855	875
cCREs112085	chr12	104676512	104677139	627
cCREs112119	chr12	104801771	104802784	1013
cCREs112548	chr12	106377188	106377692	504
cCREs113275	chr12	109545441	109546309	868
cCREs113994	chr12	112496094	112496617	523
cCREs114257	chr12	116193158	116193767	609
cCREs115102	chr13	3540036	3540602	566
cCREs117348	chr13	15692341	15692873	532
cCREs119812	chr13	28792438	28792966	528
cCREs119969	chr13	29367584	29368193	609
cCREs120737	chr13	32509100	32509996	896
cCREs121187	chr13	34916483	34917292	809
cCREs121372	chr13	35848581	35849196	615
cCREs121455	chr13	36134113	36134623	510
cCREs121575	chr13	36510224	36510754	530
cCREs121582	chr13	36530558	36531195	637
cCREs121989	chr13	38347660	38348172	512
cCREs122406	chr13	40901180	40901699	519
cCREs124310	chr13	47886547	47887156	609
cCREs124334	chr13	47998408	47999001	593
cCREs124367	chr13	48154624	48155146	522
cCREs124655	chr13	49367999	49368547	548
cCREs125790	chr13	54604992	54605970	978
cCREs127219	chr13	60364672	60365460	788
cCREs127583	chr13	63534975	63535546	571
cCREs128533	chr13	70742711	70743718	1007
cCREs130433	chr13	82226209	82226738	529
cCREs130885	chr13	84490825	84491412	587
cCREs131467	chr13	89542127	89542672	545
cCREs131521	chr13	89778320	89778913	593
cCREs132445	chr13	93657940	93658841	901
cCREs133400	chr13	97412128	97412650	522
cCREs133479	chr13	97617329	97618063	734
cCREs133868	chr13	99028882	99029625	743
cCREs134594	chr13	101967452	101968001	549
cCREs135099	chr13	104070659	104071657	998
cCREs136279	chr13	108998727	108999237	510
cCREs136849	chr13	110895772	110896536	764
cCREs138934	chr14	8304034	8304578	544
cCREs140340	chr14	14265560	14266125	565
cCREs141246	chr14	19807259	19807806	547
cCREs142177	chr14	23713648	23714284	636
cCREs142781	chr14	25708421	25709333	912
cCREs142862	chr14	26431907	26432856	949
cCREs143170	chr14	27815421	27815982	561
cCREs144244	chr14	32007573	32008386	813
cCREs144339	chr14	32443420	32443954	534
cCREs144690	chr14	33854125	33854665	540
cCREs146452	chr14	46489231	46489771	540
cCREs147011	chr14	48885906	48886462	556
cCREs147015	chr14	48901102	48901659	557
cCREs147659	chr14	54240020	54241013	993
cCREs148029	chr14	55963161	55963683	522
cCREs148410	chr14	58036067	58036648	581
cCREs148736	chr14	59762182	59762741	559
cCREs149061	chr14	61006937	61007492	555
cCREs149071	chr14	61040106	61040644	538
cCREs150268	chr14	65746711	65747506	795
cCREs150353	chr14	66110820	66111977	1157
cCREs150358	chr14	66124856	66125382	526
cCREs150410	chr14	66310319	66310832	513
cCREs151443	chr14	71033510	71034083	573
cCREs152662	chr14	76290413	76291016	603
cCREs153841	chr14	80284624	80285170	546
cCREs154619	chr14	86421841	86422366	525
cCREs154770	chr14	86951064	86951589	525
cCREs158405	chr14	109288797	109289745	948
cCREs159863	chr14	118231469	118232373	904
cCREs160320	chr14	120103323	120103858	535
cCREs160529	chr14	120803616	120804163	547
cCREs160729	chr14	121351541	121352216	675
cCREs161059	chr14	122489120	122489631	511
cCREs162464	chr15	8733324	8734482	1158
cCREs162939	chr15	11198198	11199164	966
cCREs163996	chr15	17049158	17049713	555
cCREs167012	chr15	32780143	32780661	518
cCREs167480	chr15	35638241	35638760	519
cCREs167753	chr15	36831656	36832479	823
cCREs168082	chr15	38060616	38061140	524
cCREs168650	chr15	40729915	40730717	802
cCREs170176	chr15	50859970	50860808	838
cCREs170311	chr15	51522571	51523103	532
cCREs171048	chr15	54917123	54917641	518
cCREs171118	chr15	55163858	55164391	533
cCREs171119	chr15	55166083	55166726	643
cCREs172389	chr15	60821965	60822496	531
cCREs172676	chr15	62161892	62162916	1024
cCREs173043	chr15	64055074	64055580	506
cCREs173305	chr15	64830291	64830834	543
cCREs175360	chr15	73846062	73846636	574
cCREs176525	chr15	78830917	78831429	512
cCREs176600	chr15	79101452	79102020	568
cCREs176624	chr15	79208993	79209533	540
cCREs176788	chr15	79826496	79827011	515
cCREs177295	chr15	81928231	81928749	518
cCREs177968	chr15	84685217	84685939	722
cCREs178248	chr15	85808394	85808929	535
cCREs178268	chr15	85918984	85920059	1075
cCREs178387	chr15	86294398	86294975	577
cCREs180973	chr15	97259149	97259890	741
cCREs181003	chr15	97360634	97361415	781
cCREs181153	chr15	98012788	98013317	529
cCREs182106	chr15	102249307	102249858	551
cCREs185121	chr16	16900024	16901030	1006
cCREs185450	chr16	18379369	18380072	703
cCREs185765	chr16	20705078	20705587	509
cCREs186249	chr16	23039275	23039995	720
cCREs186369	chr16	23596659	23597185	526
cCREs187190	chr16	27390892	27391397	505
cCREs188959	chr16	34818321	34818939	618
cCREs192080	chr16	49262952	49263461	509
cCREs192878	chr16	52849698	52850216	518
cCREs192928	chr16	53156249	53156776	527
cCREs195484	chr16	69285534	69286129	595
cCREs196040	chr16	72610466	72611122	656
cCREs196405	chr16	74276815	74277551	736
cCREs197241	chr16	78164648	78165187	539
cCREs197315	chr16	78451255	78451814	559
cCREs197916	chr16	82572674	82573403	729
cCREs198766	chr16	87305552	87306099	547
cCREs200172	chr16	93046066	93046682	616
cCREs200488	chr16	94502304	94502984	680
cCREs200676	chr16	95239496	95240079	583
cCREs202190	chr17	6885165	6885691	526
cCREs202440	chr17	8447583	8448136	553
cCREs202848	chr17	10176990	10177554	564
cCREs202966	chr17	10627709	10628212	503
cCREs203332	chr17	12134852	12135434	582
cCREs203473	chr17	12722552	12723181	629
cCREs203596	chr17	13695787	13696339	552
cCREs204161	chr17	17667796	17668544	748
cCREs204302	chr17	23734204	23734813	609
cCREs204645	chr17	25567166	25567734	568
cCREs205248	chr17	28031868	28032560	692
cCREs205688	chr17	29880201	29880754	553
cCREs206094	chr17	31504872	31505473	601
cCREs206296	chr17	32383672	32384252	580
cCREs206595	chr17	34964295	34965474	1179
cCREs206898	chr17	37080068	37080596	528
cCREs206954	chr17	40274833	40275980	1147
cCREs207105	chr17	42286209	42286711	502
cCREs207228	chr17	42873036	42873586	550
cCREs207380	chr17	43572214	43572863	649
cCREs207883	chr17	45765843	45766361	518
cCREs207890	chr17	45791959	45792794	835
cCREs207901	chr17	45824868	45825559	691
cCREs208187	chr17	47205892	47206776	884
cCREs208632	chr17	49205019	49205567	548
cCREs208927	chr17	50328164	50328786	622
cCREs209340	chr17	52610233	52610767	534
cCREs210271	chr17	59088594	59089413	819
cCREs210644	chr17	62628433	62628954	521
cCREs211416	chr17	65674528	65675346	818
cCREs211431	chr17	65724169	65724821	652
cCREs211698	chr17	66706940	66707991	1051
cCREs211799	chr17	67070587	67071097	510
cCREs212883	chr17	71678778	71679291	513
cCREs213182	chr17	72911221	72912474	1253
cCREs213257	chr17	73164787	73165741	954
cCREs213735	chr17	75293599	75294197	598
cCREs214093	chr17	78007920	78008456	536
cCREs214232	chr17	78496705	78497243	538
cCREs215276	chr17	83101689	83102492	803
cCREs215778	chr17	84936091	84936882	791
cCREs216234	chr17	86766966	86767537	571
cCREs217956	chr18	5373816	5374347	531
cCREs218480	chr18	8486890	8487468	578
cCREs218924	chr18	10957537	10958096	559
cCREs221350	chr18	23448110	23448619	509
cCREs221524	chr18	24044649	24045216	567
cCREs224060	chr18	35469954	35471012	1058
cCREs224194	chr18	36016272	36016901	629
cCREs224664	chr18	38541753	38543086	1333
cCREs224743	chr18	38846786	38847605	819
cCREs226773	chr18	47347671	47348569	898
cCREs227995	chr18	53491427	53492058	631
cCREs228378	chr18	54976549	54977149	600
cCREs229091	chr18	57646441	57647002	561
cCREs229794	chr18	60905275	60906005	730
cCREs230931	chr18	65117829	65118349	520
cCREs232133	chr18	69629599	69630157	558
cCREs233512	chr18	75634184	75634895	711
cCREs233705	chr18	76393119	76393656	537
cCREs234353	chr18	79101305	79101862	557
cCREs235224	chr18	82971742	82972404	662
cCREs237516	chr19	8980915	8981434	519
cCREs239990	chr19	23170382	23170976	594
cCREs240532	chr19	25164159	25164694	535
cCREs242284	chr19	32906732	32907285	553
cCREs244821	chr19	46399845	46400348	503
cCREs245492	chr19	48890768	48891630	862
cCREs246678	chr19	55124928	55125441	513
cCREs247185	chr19	57109562	57110083	521
cCREs247528	chr19	58265696	58266218	522
cCREs247823	chr19	59406388	59407205	817
cCREs249010	chr2	6573476	6574120	644
cCREs252573	chr2	25196394	25197624	1230
cCREs252727	chr2	25966807	25967356	549
cCREs252856	chr2	26515319	26515924	605
cCREs253893	chr2	30823238	30823811	573
cCREs253899	chr2	30845031	30845933	902
cCREs254270	chr2	32219998	32220911	913
cCREs254904	chr2	34504049	34504887	838
cCREs255068	chr2	35277574	35278124	550
cCREs255471	chr2	37777002	37777517	515
cCREs255550	chr2	38062069	38062623	554
cCREs255557	chr2	38097089	38098069	980
cCREs255611	chr2	38359690	38360334	644
cCREs255645	chr2	38485765	38487105	1340
cCREs256878	chr2	45247752	45248289	537
cCREs257753	chr2	50093293	50093830	537
cCREs257754	chr2	50095208	50095793	585
cCREs257961	chr2	50967031	50967540	509
cCREs259136	chr2	57258828	57260151	1323
cCREs259419	chr2	58487067	58487612	545
cCREs259521	chr2	58787322	58787835	513
cCREs259754	chr2	59599688	59600608	920
cCREs260159	chr2	61129174	61129888	714
cCREs260944	chr2	65007251	65007968	717
cCREs261518	chr2	67692151	67692666	515
cCREs261582	chr2	67949345	67949918	573
cCREs262436	chr2	71256359	71257077	718
cCREs266301	chr2	92011589	92012110	521
cCREs266773	chr2	93567606	93568195	589
cCREs268038	chr2	101818804	101819743	939
cCREs268179	chr2	102172372	102172891	519
cCREs269904	chr2	109853999	109854533	534
cCREs269918	chr2	109921537	109922129	592
cCREs271656	chr2	118181967	118182617	650
cCREs274517	chr2	131269439	131270071	632
cCREs275177	chr2	133939978	133940671	693
cCREs278188	chr2	146195839	146196606	767
cCREs279638	chr2	153515512	153516054	542
cCREs279680	chr2	153724763	153725520	757
cCREs279860	chr2	154672583	154673152	569
cCREs280476	chr2	157320862	157321409	547
cCREs280595	chr2	157692274	157692796	522
cCREs280769	chr2	158222542	158223151	609
cCREs280948	chr2	158857041	158857585	544
cCREs281072	chr2	159565178	159565721	543
cCREs281612	chr2	162136105	162136627	522
cCREs282563	chr2	165881696	165882455	759
cCREs283607	chr2	169841361	169841876	515
cCREs283689	chr2	170176213	170176742	529
cCREs284247	chr2	172909378	172910515	1137
cCREs284370	chr2	173377610	173378481	871
cCREs284808	chr2	178241306	178241863	557
cCREs288369	chr3	21995181	21995931	750
cCREs289557	chr3	28290845	28291359	514
cCREs291243	chr3	35485575	35486113	538
cCREs291673	chr3	37729023	37729663	640
cCREs292234	chr3	40206177	40207146	969
cCREs292504	chr3	41491180	41491694	514
cCREs293974	chr3	51348467	51349259	792
cCREs295256	chr3	55734546	55735089	543
cCREs297336	chr3	66193821	66194755	934
cCREs297957	chr3	69198028	69198812	784
cCREs300739	chr3	84302192	84302732	540
cCREs300845	chr3	84647400	84648150	750
cCREs301605	chr3	87775995	87776549	554
cCREs301932	chr3	89238542	89239641	1099
cCREs301988	chr3	89434498	89435515	1017
cCREs302028	chr3	89590328	89590889	561
cCREs302232	chr3	90580052	90580590	538
cCREs304762	chr3	104410015	104411092	1077
cCREs304995	chr3	105372277	105372835	558
cCREs305004	chr3	105405174	105405703	529
cCREs306018	chr3	109542725	109543269	544
cCREs307100	chr3	116804708	116805235	527
cCREs308088	chr3	121435150	121436099	949
cCREs308177	chr3	121671960	121672899	939
cCREs308548	chr3	123013466	123013984	518
cCREs309570	chr3	127716685	127717236	551
cCREs310435	chr3	131676536	131677388	852
cCREs311201	chr3	135692975	135693490	515
cCREs311434	chr3	136763636	136764537	901
cCREs311537	chr3	137058716	137059538	822
cCREs311821	chr3	138156100	138156912	812
cCREs312711	chr3	142138757	142139629	872
cCREs312737	chr3	142248825	142249891	1066
cCREs313094	chr3	143693973	143694568	595
cCREs313235	chr3	144190838	144191517	679
cCREs313884	chr3	146652936	146654045	1109
cCREs315531	chr3	153702089	153702839	750
cCREs315646	chr3	154093325	154093852	527
cCREs317160	chr4	4803003	4803557	554
cCREs318418	chr4	11192065	11192611	546
cCREs318576	chr4	11947923	11948455	532
cCREs318655	chr4	12360358	12360930	572
cCREs319405	chr4	15937851	15938532	681
cCREs321938	chr4	32409034	32409915	881
cCREs322212	chr4	33564734	33565423	689
cCREs323624	chr4	41589609	41590190	581
cCREs323881	chr4	43584142	43584999	857
cCREs324019	chr4	44296669	44297190	521
cCREs325059	chr4	48552263	48552792	529
cCREs325094	chr4	48627838	48628450	612
cCREs325672	chr4	52213319	52213861	542
cCREs326588	chr4	55962520	55963063	543
cCREs328601	chr4	66312608	66313344	736
cCREs328633	chr4	66404998	66405529	531
cCREs331147	chr4	82395927	82396448	521
cCREs332138	chr4	86776928	86777481	553
cCREs334031	chr4	97754209	97754742	533
cCREs334528	chr4	99772378	99773550	1172
cCREs335738	chr4	104491985	104492531	546
cCREs336511	chr4	107562051	107562624	573
cCREs336584	chr4	107779931	107780715	784
cCREs336587	chr4	107788697	107789368	671
cCREs336656	chr4	107990623	107991257	634
cCREs336660	chr4	107998796	107999454	658
cCREs336731	chr4	108431069	108431617	548
cCREs337518	chr4	114784500	114785218	718
cCREs337551	chr4	114944981	114945503	522
cCREs337764	chr4	116659447	116659996	549
cCREs338330	chr4	119559574	119560089	515
cCREs338408	chr4	119862576	119863094	518
cCREs338795	chr4	122923811	122924467	656
cCREs339028	chr4	124016266	124017019	753
cCREs339462	chr4	125705719	125706263	544
cCREs340718	chr4	131083371	131083915	544
cCREs340750	chr4	131206719	131207272	553
cCREs340968	chr4	132034202	132034745	543
cCREs341260	chr4	133333177	133333978	801
cCREs341291	chr4	133469058	133469597	539
cCREs342096	chr4	137158142	137158786	644
cCREs342745	chr4	139483754	139484280	526
cCREs343385	chr4	142053213	142054076	863
cCREs343471	chr4	142331382	142332009	627
cCREs344107	chr4	148816477	148817032	555
cCREs344277	chr4	149495918	149496440	522
cCREs344359	chr4	149772320	149772835	515
cCREs345569	chr4	154461696	154462593	897
cCREs345632	chr4	154693502	154694077	575
cCREs345837	chr4	155487733	155488718	985
cCREs348169	chr5	17296346	17297171	825
cCREs349614	chr5	23989888	23990410	522
cCREs349840	chr5	24896274	24896824	550
cCREs351933	chr5	35486558	35487333	775
cCREs352664	chr5	37904629	37905140	511
cCREs352669	chr5	37940023	37940731	708
cCREs356105	chr5	53376704	53377363	659
cCREs356287	chr5	54035180	54035802	622
cCREs356633	chr5	56263895	56264475	580
cCREs357810	chr5	64428640	64429265	625
cCREs358213	chr5	66100244	66100787	543
cCREs359216	chr5	71109910	71110738	828
cCREs360753	chr5	77158081	77158617	536
cCREs360878	chr5	77639396	77639918	522
cCREs363379	chr5	92812817	92813393	576
cCREs365307	chr5	103908580	103909330	750
cCREs366103	chr5	108079275	108080117	842
cCREs366334	chr5	110628068	110628670	602
cCREs366604	chr5	111659148	111659654	506
cCREs366970	chr5	112951826	112953171	1345
cCREs367348	chr5	114305833	114306437	604
cCREs368598	chr5	119656826	119657366	540
cCREs369946	chr5	125252113	125253106	993
cCREs370512	chr5	127607186	127607991	805
cCREs371550	chr5	131828518	131829648	1130
cCREs371554	chr5	131850572	131851572	1000
cCREs372120	chr5	134540805	134541376	571
cCREs373804	chr5	142604291	142604805	514
cCREs375172	chr5	149512648	149513192	544
cCREs375385	chr5	150264664	150265182	518
cCREs375617	chr5	151191373	151191894	521
cCREs375630	chr5	151218482	151219292	810
cCREs375885	chr6	4506108	4506643	535
cCREs376077	chr6	5358868	5359662	794
cCREs377889	chr6	15829745	15830307	562
cCREs378420	chr6	18421391	18421915	524
cCREs381065	chr6	31620918	31621542	624
cCREs381939	chr6	34896189	34897028	839
cCREs382019	chr6	35292572	35293093	521
cCREs382045	chr6	35362407	35363096	689
cCREs385614	chr6	52417388	52417946	558
cCREs386004	chr6	53907106	53908169	1063
cCREs386466	chr6	55381916	55382840	924
cCREs387938	chr6	64547298	64547872	574
cCREs389156	chr6	72448479	72449058	579
cCREs389675	chr6	75798205	75798798	593
cCREs390847	chr6	82056591	82057147	556
cCREs391399	chr6	84577851	84578381	530
cCREs391656	chr6	85838200	85838703	503
cCREs392363	chr6	88638838	88639386	548
cCREs392809	chr6	90624122	90625007	885
cCREs393134	chr6	91655390	91655937	547
cCREs394027	chr6	94898910	94899515	605
cCREs394491	chr6	97144335	97144931	596
cCREs394535	chr6	97342236	97343022	786
cCREs395415	chr6	100323588	100324520	932
cCREs395663	chr6	101250550	101251615	1065
cCREs398378	chr6	113625020	113625595	575
cCREs398446	chr6	113855472	113856299	827
cCREs398700	chr6	114734984	114735572	588
cCREs399229	chr6	116762168	116762919	751
cCREs399616	chr6	118477793	118478447	654
cCREs400107	chr6	120343746	120344493	747
cCREs400168	chr6	120716366	120717090	724
cCREs401115	chr6	126377150	126377671	521
cCREs401722	chr6	128592197	128592728	531
cCREs402580	chr6	135862023	135862636	613
cCREs404088	chr6	141847872	141848528	656
cCREs404247	chr6	142780200	142781106	906
cCREs405285	chr6	146725890	146726397	507
cCREs406563	chr7	16667927	16668443	516
cCREs406899	chr7	19694691	19695446	755
cCREs407088	chr7	24954247	24954909	662
cCREs407154	chr7	25246342	25247185	843
cCREs407179	chr7	25381202	25381732	530
cCREs407695	chr7	29397321	29398085	764
cCREs408413	chr7	36150775	36151500	725
cCREs409311	chr7	44866147	44866763	616
cCREs411098	chr7	56204514	56205327	813
cCREs411288	chr7	57214031	57214615	584
cCREs412300	chr7	65228575	65229105	530
cCREs412391	chr7	65532331	65533175	844
cCREs412439	chr7	65780726	65781349	623
cCREs412441	chr7	65786876	65787453	577
cCREs412461	chr7	65913080	65913669	589
cCREs415691	chr7	80873023	80873816	793
cCREs415935	chr7	82053354	82053870	516
cCREs416992	chr7	89669362	89669947	585
cCREs417022	chr7	89766492	89767106	614
cCREs417074	chr7	90040532	90041382	850
cCREs418093	chr7	95733709	95734251	542
cCREs418719	chr7	98307855	98308671	816
cCREs419020	chr7	99385980	99386501	521
cCREs419043	chr7	99434538	99435408	870
cCREs420379	chr7	109600262	109601338	1076
cCREs421646	chr7	114986395	114986940	545
cCREs421778	chr7	115596395	115597018	623
cCREs421953	chr7	116394337	116394869	532
cCREs422843	chr7	120404891	120405439	548
cCREs423472	chr7	123085832	123086708	876
cCREs423881	chr7	125070227	125070974	747
cCREs424345	chr7	127238401	127238930	529
cCREs424496	chr7	128239988	128240521	533
cCREs425049	chr7	130862384	130862905	521
cCREs425277	chr7	132091490	132092048	558
cCREs426343	chr7	136530043	136530680	637
cCREs427132	chr7	140086801	140087586	785
cCREs427236	chr7	140901965	140902539	574
cCREs427572	chr7	142629593	142630365	772
cCREs427635	chr7	143041912	143042668	756
cCREs428160	chr8	3215359	3216160	801
cCREs429438	chr8	10635143	10635677	534
cCREs430019	chr8	12754055	12754567	512
cCREs430669	chr8	15023200	15023734	534
cCREs431397	chr8	18648377	18649638	1261
cCREs431468	chr8	18862348	18862872	524
cCREs431852	chr8	23424712	23425894	1182
cCREs431860	chr8	23453984	23454555	571
cCREs432802	chr8	27335690	27336531	841
cCREs434522	chr8	35595524	35596406	882
cCREs435094	chr8	37898314	37899418	1104
cCREs435597	chr8	40908782	40909292	510
cCREs437227	chr8	48552240	48552779	539
cCREs437677	chr8	50810897	50811436	539
cCREs437990	chr8	53938310	53938858	548
cCREs438424	chr8	56625367	56625909	542
cCREs438495	chr8	57345353	57345909	556
cCREs439410	chr8	62003481	62004191	710
cCREs440772	chr8	68975672	68976280	608
cCREs441220	chr8	71322853	71323392	539
cCREs441467	chr8	72660573	72661391	818
cCREs442710	chr8	79147295	79147874	579
cCREs443076	chr8	80916425	80917271	846
cCREs444180	chr8	86172068	86172825	757
cCREs444608	chr8	87852612	87853133	521
cCREs444742	chr8	88512136	88512994	858
cCREs446062	chr8	94548969	94550549	1580
cCREs448094	chr8	105155265	105156044	779
cCREs448734	chr8	107789601	107790121	520
cCREs448876	chr8	108672015	108672547	532
cCREs449704	chr8	112092766	112093281	515
cCREs450807	chr8	117109727	117110512	785
cCREs450850	chr8	117290444	117291078	634
cCREs451289	chr8	118847889	118848457	568
cCREs451761	chr8	120328141	120328651	510
cCREs453077	chr8	125370291	125370827	536
cCREs453241	chr8	125920051	125921083	1032
cCREs453354	chr8	126308776	126309539	763
cCREs454140	chr9	4453926	4454470	544
cCREs454534	chr9	7983546	7984163	617
cCREs455749	chr9	15439223	15439776	553
cCREs456938	chr9	23553714	23554253	539
cCREs458447	chr9	29645797	29646414	617
cCREs460199	chr9	37762478	37763003	525
cCREs460660	chr9	41152778	41153382	604
cCREs461277	chr9	43265142	43265672	530
cCREs462338	chr9	47499671	47500224	553
cCREs463157	chr9	50496531	50497258	727
cCREs464904	chr9	58410293	58410827	534
cCREs465284	chr9	60234201	60234740	539
cCREs465880	chr9	62511385	62511888	503
cCREs467354	chr9	69118351	69118930	579
cCREs467396	chr9	69274744	69275428	684
cCREs468527	chr9	74556106	74556805	699
cCREs468721	chr9	75404741	75405258	517
cCREs468842	chr9	75845960	75846842	882
cCREs470828	chr9	86090520	86091364	844
cCREs471382	chr9	89218111	89218701	590
cCREs474113	chr9	102111400	102111920	520
cCREs474405	chr9	103225402	103225931	529
cCREs477181	chr9	115288736	115289274	538
cCREs478733	chr9	121369469	121370019	550
cCREs479878	chrX	10459375	10460336	961
cCREs479908	chrX	10583225	10583818	593
cCREs480602	chrX	16954541	16955125	584
cCREs482332	chrX	49100223	49101044	821
cCREs483754	chrX	68495701	68496221	520
cCREs484135	chrX	71741896	71742416	520
cCREs485126	chrX	85782289	85782878	589
cCREs486156	chrX	99612106	99612659	553
cCREs486416	chrX	101889331	101890323	992
cCREs486497	chrX	102319538	102320151	613
cCREs487812	chrX	131406632	131407187	555
cCREs488651	chrX	140154638	140155171	533
cCREs490821	chrX	163421059	163421576	517
cCREs490844	chrX	163661174	163662060	886
cCREs490923	chrX	164233302	164233900	598
cCREs1509	chr1	12733997	12735269	1272
cCREs1783	chr1	14001334	14002148	814
cCREs1799	chr1	14098394	14098925	531
cCREs1893	chr1	14464212	14465598	1386
cCREs3470	chr1	22987511	22988026	515
cCREs3625	chr1	23763668	23764185	517
cCREs5976	chr1	36539113	36539712	599
cCREs6456	chr1	38347728	38348285	557
cCREs10828	chr1	59541559	59542159	600
cCREs12734	chr1	67967665	67968218	553
cCREs13808	chr1	73005815	73006580	765
cCREs13960	chr1	73591170	73592141	971
cCREs14664	chr1	76535336	76536056	720
cCREs15829	chr1	81812332	81812862	530
cCREs17418	chr1	89103984	89104850	866
cCREs20530	chr1	106257017	106257822	805
cCREs21282	chr1	112389654	112390214	560
cCREs22514	chr1	120814448	120814962	514
cCREs24031	chr1	127961766	127962286	520
cCREs24778	chr1	131345353	131346571	1218
cCREs24820	chr1	131489226	131489759	533
cCREs24873	chr1	131730625	131731148	523
cCREs25887	chr1	135481500	135482074	574
cCREs29400	chr1	153911498	153912426	928
cCREs30848	chr1	159656810	159657376	566
cCREs31960	chr1	164353252	164353920	668
cCREs32083	chr1	164762226	164762767	541
cCREs32357	chr1	165726948	165727504	556
cCREs32754	chr1	167422457	167423282	825
cCREs33835	chr1	171561096	171562008	912
cCREs35843	chr1	180503388	180503961	573
cCREs36635	chr1	183792172	183792962	790
cCREs39778	chr10	4482150	4482945	795
cCREs41621	chr10	12578940	12579568	628
cCREs42668	chr10	17556321	17557054	733
cCREs43710	chr10	21724235	21724834	599
cCREs44261	chr10	24573400	24574195	795
cCREs45009	chr10	27571929	27572580	651
cCREs45576	chr10	30731460	30731997	537
cCREs46173	chr10	34299288	34299806	518
cCREs47773	chr10	42632039	42632583	544
cCREs47830	chr10	42914482	42915027	545
cCREs48320	chr10	44991458	44992004	546
cCREs48999	chr10	49789503	49790189	686
cCREs49363	chr10	52747967	52748740	773
cCREs50147	chr10	56850716	56851230	514
cCREs50466	chr10	58836349	58836865	516
cCREs50903	chr10	60261514	60262058	544
cCREs51404	chr10	62374852	62375636	784
cCREs53440	chr10	71192705	71193771	1066
cCREs54797	chr10	77375944	77376490	546
cCREs55018	chr10	78304892	78305581	689
cCREs56235	chr10	84822713	84823378	665
cCREs56497	chr10	86032071	86033513	1442
cCREs58228	chr10	93331485	93332053	568
cCREs58392	chr10	94059173	94060019	846
cCREs58883	chr10	95623067	95623640	573
cCREs62995	chr10	114483548	114484452	904
cCREs63336	chr10	115830532	115831135	603
cCREs63636	chr10	117018187	117018730	543
cCREs64832	chr10	121995301	121995877	576
cCREs64840	chr10	122018315	122019132	817
cCREs65901	chr10	127103041	127104097	1056
cCREs65926	chr10	127189657	127190591	934
cCREs66448	chr11	3291944	3292564	620
