Gene stable ID	Mouse gene stable ID	Mouse gene name	Mouse homology type	Mouse orthology confidence [0 low, 1 high]
ENSG00000107537	ENSMUSG00000026664	Phyh	ortholog_one2one	1
ENSG00000107742	ENSMUSG00000058297	Spock2	ortholog_one2one	1
ENSG00000107854	ENSMUSG00000024811	Tnks2	ortholog_one2one	1
ENSG00000107872	ENSMUSG00000025226	Fbxl15	ortholog_one2one	1
ENSG00000107874	ENSMUSG00000036748	Cuedc2	ortholog_one2one	1
ENSG00000108021	ENSMUSG00000033799	Tasor2	ortholog_one2one	1
ENSG00000108055	ENSMUSG00000024974	Smc3	ortholog_one2one	1
ENSG00000108176	ENSMUSG00000036764	Dnajc12	ortholog_one2one	1
ENSG00000108231	ENSMUSG00000067242	Lgi1	ortholog_one2one	1
ENSG00000108309	ENSMUSG00000006575	Rundc3a	ortholog_one2one	1
ENSG00000108389	ENSMUSG00000018401	Mtmr4	ortholog_one2one	1
ENSG00000108395	ENSMUSG00000018548	Trim37	ortholog_one2one	1
ENSG00000108509	ENSMUSG00000040712	Camta2	ortholog_one2one	1
ENSG00000108588	ENSMUSG00000078622	Ccdc47	ortholog_one2one	1
ENSG00000108622	ENSMUSG00000001029	Icam2	ortholog_one2one	1
ENSG00000108684	ENSMUSG00000020704	Asic2	ortholog_one2one	1
ENSG00000108825	ENSMUSG00000097239	Gm27029	ortholog_many2many	1
ENSG00000108825	ENSMUSG00000075528	Aarsd1	ortholog_many2many	1
ENSG00000108854	ENSMUSG00000018363	Smurf2	ortholog_one2one	1
ENSG00000108924	ENSMUSG00000003949	Hlf	ortholog_one2one	1
ENSG00000108947	ENSMUSG00000003934	Efnb3	ortholog_one2one	1
ENSG00000108960	ENSMUSG00000003948	Mmd	ortholog_one2one	1
ENSG00000108963	ENSMUSG00000078789	Dph1	ortholog_one2one	1
ENSG00000109084	ENSMUSG00000037278	Tmem97	ortholog_one2one	1
ENSG00000109184	ENSMUSG00000051674	Dcun1d4	ortholog_one2one	1
ENSG00000109189	ENSMUSG00000054814	Usp46	ortholog_one2one	1
ENSG00000109339	ENSMUSG00000046709	Mapk10	ortholog_one2one	1
ENSG00000109436	ENSMUSG00000031709	Tbc1d9	ortholog_one2one	1
ENSG00000109466	ENSMUSG00000031605	Klhl2	ortholog_one2one	1
ENSG00000109472	ENSMUSG00000037852	Cpe	ortholog_one2one	1
ENSG00000109519	ENSMUSG00000029198	Grpel1	ortholog_one2one	1
ENSG00000109534	ENSMUSG00000028010	Gar1	ortholog_one2one	1
ENSG00000109670	ENSMUSG00000028086	Fbxw7	ortholog_one2one	1
ENSG00000109738	ENSMUSG00000028020	Glrb	ortholog_one2one	1
ENSG00000109771	ENSMUSG00000031637	Lrp2bp	ortholog_one2one	1
ENSG00000109794	ENSMUSG00000070044	Fam149a	ortholog_one2one	1
ENSG00000109832	ENSMUSG00000032101	Ddx25	ortholog_one2one	1
ENSG00000109929	ENSMUSG00000032018	Sc5d	ortholog_one2one	1
ENSG00000109956	ENSMUSG00000045994	B3gat1	ortholog_one2one	1
ENSG00000110107	ENSMUSG00000024735	Prpf19	ortholog_one2one	1
ENSG00000110218	ENSMUSG00000031934	Panx1	ortholog_one2one	1
ENSG00000110330	ENSMUSG00000057367	Birc2	ortholog_one2one	1
ENSG00000110344	ENSMUSG00000059890	Ube4a	ortholog_one2one	1
ENSG00000110367	ENSMUSG00000032097	Ddx6	ortholog_one2one	1
ENSG00000110429	ENSMUSG00000027180	Fbxo3	ortholog_one2one	1
ENSG00000110435	ENSMUSG00000010914	Pdhx	ortholog_one2one	1
ENSG00000110436	ENSMUSG00000005089	Slc1a2	ortholog_one2one	1
ENSG00000110497	ENSMUSG00000040506	Ambra1	ortholog_one2one	1
ENSG00000110619	ENSMUSG00000010755	Cars	ortholog_one2one	1
ENSG00000110768	ENSMUSG00000006599	Gtf2h1	ortholog_one2one	1
ENSG00000110911	ENSMUSG00000023030	Slc11a2	ortholog_one2one	1
ENSG00000111110	ENSMUSG00000034613	Ppm1h	ortholog_one2one	1
ENSG00000111249	ENSMUSG00000042589	Cux2	ortholog_one2one	1
ENSG00000111261	ENSMUSG00000032718	Mansc1	ortholog_one2one	1
ENSG00000111358	ENSMUSG00000029387	Gtf2h3	ortholog_one2one	1
ENSG00000111371	ENSMUSG00000023169	Slc38a1	ortholog_one2one	1
ENSG00000111490	ENSMUSG00000052302	Tbc1d30	ortholog_one2many	1
ENSG00000111596	ENSMUSG00000020166	Cnot2	ortholog_one2one	1
ENSG00000111615	ENSMUSG00000063334	Krr1	ortholog_one2one	1
ENSG00000111647	ENSMUSG00000019951	Uhrf1bp1l	ortholog_one2one	1
ENSG00000111670	ENSMUSG00000035311	Gnptab	ortholog_one2one	1
ENSG00000111711	ENSMUSG00000030245	Golt1b	ortholog_one2one	1
ENSG00000111845	ENSMUSG00000038683	Pak1ip1	ortholog_one2one	1
ENSG00000111897	ENSMUSG00000019877	Serinc1	ortholog_one2one	1
ENSG00000111913	ENSMUSG00000036006	Ripor2	ortholog_one2one	1
ENSG00000112033	ENSMUSG00000002250	Ppard	ortholog_one2one	1
ENSG00000112146	ENSMUSG00000001366	Fbxo9	ortholog_one2one	1
ENSG00000112242	ENSMUSG00000016477	E2f3	ortholog_one2one	1
ENSG00000112308	ENSMUSG00000019132	BC005537	ortholog_one2one	1
ENSG00000112320	ENSMUSG00000038248	Sobp	ortholog_one2one	1
ENSG00000112335	ENSMUSG00000019804	Snx3	ortholog_one2one	1
ENSG00000112365	ENSMUSG00000019826	Zbtb24	ortholog_one2one	1
ENSG00000112367	ENSMUSG00000038417	Fig4	ortholog_one2one	1
ENSG00000112530	ENSMUSG00000037196	Pacrg	ortholog_one2one	1
ENSG00000112531	ENSMUSG00000062078	Qk	ortholog_one2one	1
ENSG00000112695	ENSMUSG00000032330	Cox7a2	ortholog_one2one	1
ENSG00000112715	ENSMUSG00000023951	Vegfa	ortholog_one2one	1
ENSG00000112763				
ENSG00000112964	ENSMUSG00000055737	Ghr	ortholog_one2one	1
ENSG00000112972	ENSMUSG00000093930	Hmgcs1	ortholog_one2one	1
ENSG00000112981	ENSMUSG00000035984	Nme5	ortholog_one2one	1
ENSG00000113231	ENSMUSG00000021684	Pde8b	ortholog_one2many	1
ENSG00000113318	ENSMUSG00000014850	Msh3	ortholog_one2one	1
ENSG00000113360	ENSMUSG00000022191	Drosha	ortholog_one2one	1
ENSG00000113456	ENSMUSG00000022248	Rad1	ortholog_one2one	1
ENSG00000113558	ENSMUSG00000036309	Skp1	ortholog_one2one	1
ENSG00000113578	ENSMUSG00000036585	Fgf1	ortholog_one2one	1
ENSG00000113595	ENSMUSG00000021712	Trim23	ortholog_one2one	1
ENSG00000113645	ENSMUSG00000018849	Wwc1	ortholog_one2one	1
ENSG00000113648	ENSMUSG00000015937	Macroh2a1	ortholog_one2one	1
ENSG00000113916	ENSMUSG00000022508	Bcl6	ortholog_one2one	1
ENSG00000114030	ENSMUSG00000022905	Kpna1	ortholog_one2one	1
ENSG00000114062	ENSMUSG00000025326	Ube3a	ortholog_one2one	1
ENSG00000114120	ENSMUSG00000032449	Slc25a36	ortholog_one2one	1
ENSG00000114346	ENSMUSG00000027699	Ect2	ortholog_one2one	1
ENSG00000114405	ENSMUSG00000114378	Gm49355	ortholog_one2many	0
ENSG00000114405	ENSMUSG00000033111	3830406C13Rik	ortholog_one2many	1
ENSG00000114416	ENSMUSG00000027680	Fxr1	ortholog_one2one	1
ENSG00000114446	ENSMUSG00000032965	Ift57	ortholog_one2one	1
ENSG00000114646	ENSMUSG00000032482	Cspg5	ortholog_one2one	1
ENSG00000114757	ENSMUSG00000027674	Pex5l	ortholog_one2one	1
ENSG00000114770	ENSMUSG00000022822	Abcc5	ortholog_one2one	1
ENSG00000114784	ENSMUSG00000006941	Eif1b	ortholog_one2one	1
ENSG00000114796	ENSMUSG00000062901	Klhl24	ortholog_one2one	1
ENSG00000114948	ENSMUSG00000025964	Adam23	ortholog_one2one	1
ENSG00000115194	ENSMUSG00000029151	Slc30a3	ortholog_one2one	1
ENSG00000115233	ENSMUSG00000026914	Psmd14	ortholog_one2one	1
ENSG00000115252	ENSMUSG00000059173	Pde1a	ortholog_one2one	1
ENSG00000115271	ENSMUSG00000026893	Gca	ortholog_one2one	1
ENSG00000115290	ENSMUSG00000026888	Grb14	ortholog_one2one	1
ENSG00000115365	ENSMUSG00000026000	Lancl1	ortholog_one2one	1
ENSG00000115419	ENSMUSG00000026103	Gls	ortholog_one2one	1
ENSG00000115421	ENSMUSG00000020273	Papolg	ortholog_one2one	1
ENSG00000115504	ENSMUSG00000042302	Ehbp1	ortholog_one2one	1
ENSG00000115514	ENSMUSG00000058407	Txndc9	ortholog_one2one	1
ENSG00000115561	ENSMUSG00000053119	Chmp3	ortholog_one2many	1
ENSG00000115649	ENSMUSG00000033159	Cnppd1	ortholog_one2one	1
ENSG00000115750	ENSMUSG00000059669	Taf1b	ortholog_one2one	1
ENSG00000115762	ENSMUSG00000026123	Plekhb2	ortholog_one2one	1
ENSG00000115806	ENSMUSG00000014959	Gorasp2	ortholog_one2one	1
ENSG00000115828	ENSMUSG00000024084	Qpct	ortholog_one2one	1
ENSG00000115839	ENSMUSG00000036104	Rab3gap1	ortholog_one2one	1
ENSG00000115947	ENSMUSG00000026761	Orc4	ortholog_one2one	1
ENSG00000115966	ENSMUSG00000027104	Atf2	ortholog_one2one	1
ENSG00000115970	ENSMUSG00000024251	Thada	ortholog_one2one	1
ENSG00000115998	ENSMUSG00000046679	C87436	ortholog_one2one	1
ENSG00000116005	ENSMUSG00000029998	Pcyox1	ortholog_one2one	1
ENSG00000116127	ENSMUSG00000063810	Alms1	ortholog_one2one	0
ENSG00000116254	ENSMUSG00000005045	Chd5	ortholog_one2one	1
ENSG00000116299	ENSMUSG00000040412	Elapor1	ortholog_one2one	1
ENSG00000116337	ENSMUSG00000027889	Ampd2	ortholog_one2one	1
ENSG00000116406	ENSMUSG00000043019	Edem3	ortholog_one2one	1
ENSG00000116675	ENSMUSG00000028528	Dnajc6	ortholog_one2one	1
ENSG00000116688	ENSMUSG00000029020	Mfn2	ortholog_one2one	1
ENSG00000116717	ENSMUSG00000036390	Gadd45a	ortholog_one2one	1
ENSG00000116752	ENSMUSG00000005687	Bcas2	ortholog_one2one	1
ENSG00000116754	ENSMUSG00000055436	Srsf11	ortholog_one2one	1
ENSG00000116771	ENSMUSG00000040706	Agmat	ortholog_one2one	1
ENSG00000116874	ENSMUSG00000004233	Wars2	ortholog_one2one	1
ENSG00000116918	ENSMUSG00000056820	Tsnax	ortholog_one2one	1
ENSG00000116983	ENSMUSG00000046093	Hpcal4	ortholog_one2one	1
ENSG00000116984	ENSMUSG00000021311	Mtr	ortholog_one2one	1
ENSG00000117016	ENSMUSG00000032890	Rims3	ortholog_one2one	1
ENSG00000117020	ENSMUSG00000019699	Akt3	ortholog_one2one	1
ENSG00000117054	ENSMUSG00000062908	Acadm	ortholog_one2one	1
ENSG00000117069	ENSMUSG00000039037	St6galnac5	ortholog_one2one	1
ENSG00000117114	ENSMUSG00000028184	Adgrl2	ortholog_one2one	1
ENSG00000117152	ENSMUSG00000038530	Rgs4	ortholog_one2one	1
ENSG00000117222	ENSMUSG00000026439	Rbbp5	ortholog_one2one	1
ENSG00000117242				
ENSG00000117395	ENSMUSG00000028729	Ebna1bp2	ortholog_one2one	1
ENSG00000117411	ENSMUSG00000028541	B4galt2	ortholog_one2one	1
ENSG00000117533	ENSMUSG00000026696	Vamp4	ortholog_one2one	1
ENSG00000117543	ENSMUSG00000033554	Dph5	ortholog_one2one	1
ENSG00000117597	ENSMUSG00000016181	Utp25	ortholog_one2one	1
ENSG00000117614	ENSMUSG00000028821	Syf2	ortholog_one2one	1
ENSG00000117632	ENSMUSG00000028832	Stmn1	ortholog_one2one	1
ENSG00000117682	ENSMUSG00000012117	Dhdds	ortholog_one2one	1
ENSG00000117697	ENSMUSG00000062510	Nsl1	ortholog_one2one	1
ENSG00000117758	ENSMUSG00000028879	Stx12	ortholog_one2one	1
ENSG00000117906	ENSMUSG00000032320	Rcn2	ortholog_one2one	1
ENSG00000118160	ENSMUSG00000030376	Slc8a2	ortholog_one2one	1
ENSG00000118162	ENSMUSG00000006021	Kptn	ortholog_one2one	1
ENSG00000118200	ENSMUSG00000041570	Camsap2	ortholog_one2one	1
ENSG00000118242	ENSMUSG00000039395	Mreg	ortholog_one2one	1
ENSG00000118276	ENSMUSG00000056124	B4galt6	ortholog_one2one	1
ENSG00000118402	ENSMUSG00000032262	Elovl4	ortholog_one2one	1
ENSG00000118418	ENSMUSG00000066456	Hmgn3	ortholog_one2one	1
ENSG00000118432	ENSMUSG00000044288	Cnr1	ortholog_one2one	1
ENSG00000118564	ENSMUSG00000039753	Fbxl5	ortholog_one2one	1
ENSG00000118600	ENSMUSG00000034620	Rxylt1	ortholog_one2one	1
ENSG00000118777	ENSMUSG00000029299	Abcg3	ortholog_one2one	0
ENSG00000118785	ENSMUSG00000029304	Spp1	ortholog_one2one	1
ENSG00000118898	ENSMUSG00000039457	Ppl	ortholog_one2one	1
ENSG00000118946	ENSMUSG00000035566	Pcdh17	ortholog_one2one	1
ENSG00000119042	ENSMUSG00000038331	Satb2	ortholog_one2one	1
ENSG00000119048	ENSMUSG00000020390	Ube2b	ortholog_one2one	1
ENSG00000119138	ENSMUSG00000033863	Klf9	ortholog_one2one	1
ENSG00000119185	ENSMUSG00000062352	Itgb1bp1	ortholog_one2one	1
ENSG00000119227				
ENSG00000119401	ENSMUSG00000051675	Trim32	ortholog_one2one	1
ENSG00000119537	ENSMUSG00000009905	Kdsr	ortholog_one2one	1
ENSG00000119541	ENSMUSG00000009907	Vps4b	ortholog_one2one	1
ENSG00000119596	ENSMUSG00000021244	Ylpm1	ortholog_one2one	1
ENSG00000119682	ENSMUSG00000042350	Arel1	ortholog_one2one	1
ENSG00000119684	ENSMUSG00000021245	Mlh3	ortholog_one2one	1
ENSG00000119725	ENSMUSG00000042472	Zfp410	ortholog_one2one	1
ENSG00000119760	ENSMUSG00000053134	Supt7l	ortholog_one2one	1
ENSG00000119801	ENSMUSG00000039770	Ypel5	ortholog_one2one	1
ENSG00000119812	ENSMUSG00000002017	Fam98a	ortholog_one2one	1
ENSG00000119866	ENSMUSG00000000861	Bcl11a	ortholog_one2one	1
ENSG00000119878	ENSMUSG00000024146	Cript	ortholog_one2one	1
ENSG00000119953	ENSMUSG00000025024	Smndc1	ortholog_one2one	1
ENSG00000119979	ENSMUSG00000024993	Dennd10	ortholog_one2one	1
ENSG00000120137	ENSMUSG00000018846	Pank3	ortholog_one2one	1
ENSG00000120253	ENSMUSG00000040034	Nup43	ortholog_one2one	1
ENSG00000120688	ENSMUSG00000022023	Wbp4	ortholog_one2one	1
ENSG00000120742	ENSMUSG00000027808	Serp1	ortholog_one2one	1
ENSG00000120805	ENSMUSG00000060904	Arl1	ortholog_one2one	1
ENSG00000121281	ENSMUSG00000031659	Adcy7	ortholog_one2one	1
ENSG00000121350	ENSMUSG00000041671	Pyroxd1	ortholog_one2one	1
ENSG00000121361	ENSMUSG00000030247	Kcnj8	ortholog_one2one	1
ENSG00000121440	ENSMUSG00000035357	Pdzrn3	ortholog_one2one	1
ENSG00000121486	ENSMUSG00000053286	Trmt1l	ortholog_one2one	1
ENSG00000121741	ENSMUSG00000021945	Zmym2	ortholog_one2one	1
ENSG00000121871	ENSMUSG00000048304	Slitrk3	ortholog_one2one	1
ENSG00000121892	ENSMUSG00000029202	Pds5a	ortholog_one2one	1
ENSG00000122034	ENSMUSG00000016503	Gtf3a	ortholog_one2one	1
ENSG00000122359	ENSMUSG00000021866	Anxa11	ortholog_one2one	1
ENSG00000122367	ENSMUSG00000021798	Ldb3	ortholog_one2one	1
ENSG00000122376	ENSMUSG00000041471	Shld2	ortholog_one2one	1
ENSG00000122507	ENSMUSG00000035919	Bbs9	ortholog_one2one	1
ENSG00000122515	ENSMUSG00000041164	Zmiz2	ortholog_one2one	1
ENSG00000122565	ENSMUSG00000029836	Cbx3	ortholog_one2one	1
ENSG00000122585	ENSMUSG00000029819	Npy	ortholog_one2one	1
ENSG00000122687	ENSMUSG00000029557	Mrm2	ortholog_one2one	1
ENSG00000122958	ENSMUSG00000020078	Vps26a	ortholog_one2one	1
ENSG00000123066	ENSMUSG00000018076	Med13l	ortholog_one2one	1
ENSG00000123091	ENSMUSG00000028557	Rnf11	ortholog_one2one	1
ENSG00000123106	ENSMUSG00000030301	Ccdc91	ortholog_one2one	1
ENSG00000123240	ENSMUSG00000026672	Optn	ortholog_one2one	1
ENSG00000123268	ENSMUSG00000023027	Atf1	ortholog_one2one	1
ENSG00000123444	ENSMUSG00000005505	Kbtbd4	ortholog_one2one	1
ENSG00000123562	ENSMUSG00000031422	Morf4l2	ortholog_one2one	1
ENSG00000124140	ENSMUSG00000017740	Slc12a5	ortholog_one2one	1
ENSG00000124181	ENSMUSG00000016933	Plcg1	ortholog_one2one	1
ENSG00000124333				
ENSG00000124380				
ENSG00000124479	ENSMUSG00000040138	Ndp	ortholog_one2one	1
ENSG00000124486	ENSMUSG00000031010	Usp9x	ortholog_one2one	1
ENSG00000124574	ENSMUSG00000032842	Abcc10	ortholog_one2one	1
ENSG00000124593	ENSMUSG00000096549	Prickle4	ortholog_many2many	1
ENSG00000124593	ENSMUSG00000079444	Gm21981	ortholog_many2many	1
ENSG00000124733	ENSMUSG00000002768	Mea1	ortholog_one2one	1
ENSG00000124766	ENSMUSG00000076431	Sox4	ortholog_one2one	1
ENSG00000124785	ENSMUSG00000039114	Nrn1	ortholog_one2one	1
ENSG00000124787	ENSMUSG00000021418	Rpp40	ortholog_one2one	1
ENSG00000124788	ENSMUSG00000046876	Atxn1	ortholog_one2one	1
ENSG00000124789	ENSMUSG00000021374	Nup153	ortholog_one2one	1
ENSG00000124920	ENSMUSG00000036098	Myrf	ortholog_one2one	1
ENSG00000125166	ENSMUSG00000031672	Got2	ortholog_one2one	1
ENSG00000125351	ENSMUSG00000036572	Upf3b	ortholog_one2one	1
ENSG00000125462				
ENSG00000125630	ENSMUSG00000027395	Polr1b	ortholog_one2one	1
ENSG00000125695				
ENSG00000125744	ENSMUSG00000030401	Rtn2	ortholog_one2one	1
ENSG00000125779	ENSMUSG00000037514	Pank2	ortholog_one2one	1
ENSG00000125826	ENSMUSG00000027466	Rbck1	ortholog_one2one	1
ENSG00000125846				
ENSG00000125848	ENSMUSG00000051379	Flrt3	ortholog_one2one	1
ENSG00000125863	ENSMUSG00000027274	Mkks	ortholog_one2one	1
ENSG00000125967	ENSMUSG00000027489	Necab3	ortholog_one2one	1
ENSG00000126216	ENSMUSG00000000759	Tubgcp3	ortholog_one2one	1
ENSG00000126217	ENSMUSG00000031442	Mcf2l	ortholog_one2one	1
ENSG00000126243	ENSMUSG00000036957	Lrfn3	ortholog_one2one	1
ENSG00000126775	ENSMUSG00000037526	Atg14	ortholog_one2one	1
ENSG00000126777	ENSMUSG00000021843	Ktn1	ortholog_one2one	1
ENSG00000126858	ENSMUSG00000017686	Rhot1	ortholog_one2one	1
ENSG00000126860	ENSMUSG00000078771	Evi2a	ortholog_one2many	1
ENSG00000126870	ENSMUSG00000042050	Dync2i1	ortholog_one2one	1
ENSG00000126883	ENSMUSG00000001855	Nup214	ortholog_one2one	1
ENSG00000126947	ENSMUSG00000033460	Armcx1	ortholog_one2one	1
ENSG00000126950	ENSMUSG00000033578	Tmem35a	ortholog_one2one	1
ENSG00000126953	ENSMUSG00000048007	Timm8a1	ortholog_one2one	1
ENSG00000127252	ENSMUSG00000022525	Plaat1	ortholog_one2one	1
ENSG00000127423	ENSMUSG00000078521	Aunip	ortholog_one2one	1
ENSG00000127616	ENSMUSG00000032187	Smarca4	ortholog_one2one	1
ENSG00000127870	ENSMUSG00000029634	Rnf6	ortholog_one2one	1
ENSG00000127914	ENSMUSG00000040407	Akap9	ortholog_one2one	1
ENSG00000127955	ENSMUSG00000057614	Gnai1	ortholog_one2one	1
ENSG00000127980	ENSMUSG00000005907	Pex1	ortholog_one2one	1
ENSG00000127993	ENSMUSG00000040302	Rbm48	ortholog_one2one	1
ENSG00000128045	ENSMUSG00000049907	Rasl11b	ortholog_one2one	1
ENSG00000128253				
ENSG00000128294	ENSMUSG00000029344	Tpst2	ortholog_one2one	1
ENSG00000128512	ENSMUSG00000035954	Dock4	ortholog_one2one	1
ENSG00000128564	ENSMUSG00000037428	Vgf	ortholog_one2one	1
ENSG00000128590	ENSMUSG00000014905	Dnajb9	ortholog_one2one	1
ENSG00000128607	ENSMUSG00000029775	Klhdc10	ortholog_one2one	1
ENSG00000128609	ENSMUSG00000023089	Ndufa5	ortholog_one2one	1
ENSG00000128656	ENSMUSG00000056486	Chn1	ortholog_one2one	1
ENSG00000128683	ENSMUSG00000070880	Gad1	ortholog_one2one	1
ENSG00000128731	ENSMUSG00000030451	Herc2	ortholog_one2one	1
ENSG00000128739	ENSMUSG00000102252	Snrpn	ortholog_one2one	1
ENSG00000128881	ENSMUSG00000090100	Ttbk2	ortholog_one2one	1
ENSG00000128965	ENSMUSG00000027313	Chac1	ortholog_one2one	1
ENSG00000129128	ENSMUSG00000048040	Arxes2	ortholog_one2many	0
ENSG00000129128	ENSMUSG00000048355	Arxes1	ortholog_one2many	0
ENSG00000129204	ENSMUSG00000000804	Usp32	ortholog_one2many	0
ENSG00000129473	ENSMUSG00000089682	Bcl2l2	ortholog_one2one	1
ENSG00000129521	ENSMUSG00000035105	Egln3	ortholog_one2one	1
ENSG00000129596	ENSMUSG00000033022	Cdo1	ortholog_one2one	1
ENSG00000129625	ENSMUSG00000005873	Reep5	ortholog_one2one	1
ENSG00000129657	ENSMUSG00000020823	Sec14l1	ortholog_one2one	1
ENSG00000129682	ENSMUSG00000031137	Fgf13	ortholog_one2one	1
ENSG00000129696	ENSMUSG00000031577	Tti2	ortholog_one2one	1
ENSG00000130222	ENSMUSG00000021453	Gadd45g	ortholog_one2one	1
ENSG00000130226	ENSMUSG00000061576	Dpp6	ortholog_one2one	1
ENSG00000130254	ENSMUSG00000042625	Safb2	ortholog_one2one	1
ENSG00000130283	ENSMUSG00000087408	Cers1	ortholog_one2many	1
ENSG00000130283	ENSMUSG00000109523	Gdf1	ortholog_one2many	1
ENSG00000130338	ENSMUSG00000034377	Tulp4	ortholog_one2one	1
ENSG00000130540	ENSMUSG00000018865	Sult4a1	ortholog_one2one	1
ENSG00000130558	ENSMUSG00000026833	Olfm1	ortholog_one2one	1
ENSG00000130559	ENSMUSG00000026933	Camsap1	ortholog_one2one	1
ENSG00000130714	ENSMUSG00000039254	Pomt1	ortholog_one2one	1
ENSG00000130731	ENSMUSG00000025731	Mettl26	ortholog_one2one	1
ENSG00000130749	ENSMUSG00000059273	Zc3h4	ortholog_one2one	1
ENSG00000130772	ENSMUSG00000066042	Med18	ortholog_one2one	1
ENSG00000130881	ENSMUSG00000001802	Lrp3	ortholog_one2one	1
ENSG00000131051	ENSMUSG00000027620	Rbm39	ortholog_one2one	1
ENSG00000131187	ENSMUSG00000021492	F12	ortholog_one2one	1
ENSG00000131238	ENSMUSG00000028657	Ppt1	ortholog_one2one	1
ENSG00000131374	ENSMUSG00000023923	Tbc1d5	ortholog_one2one	1
ENSG00000131437	ENSMUSG00000018395	Kif3a	ortholog_one2one	1
ENSG00000131773	ENSMUSG00000022332	Khdrbs3	ortholog_one2one	1
ENSG00000131779	ENSMUSG00000028102	Pex11b	ortholog_one2one	1
ENSG00000132000	ENSMUSG00000012889	Podnl1	ortholog_one2one	1
ENSG00000132294	ENSMUSG00000015002	Efr3a	ortholog_one2one	1
ENSG00000132313	ENSMUSG00000052962	Mrpl35	ortholog_one2one	1
ENSG00000132361	ENSMUSG00000020741	Cluh	ortholog_one2one	1
ENSG00000132382	ENSMUSG00000040463	Mybbp1a	ortholog_one2one	1
ENSG00000132429	ENSMUSG00000019848	Popdc3	ortholog_one2one	1
ENSG00000132466	ENSMUSG00000055204	Ankrd17	ortholog_one2one	1
ENSG00000132549	ENSMUSG00000037646	Vps13b	ortholog_one2one	1
ENSG00000132640	ENSMUSG00000062098	Btbd3	ortholog_one2one	1
ENSG00000132718	ENSMUSG00000068923	Syt11	ortholog_one2one	1
ENSG00000132824	ENSMUSG00000017707	Serinc3	ortholog_one2one	1
ENSG00000132906	ENSMUSG00000028914	Casp9	ortholog_one2one	1
ENSG00000132932	ENSMUSG00000021983	Atp8a2	ortholog_one2one	1
ENSG00000132950	ENSMUSG00000040123	Zmym5	ortholog_one2one	1
ENSG00000132964	ENSMUSG00000029635	Cdk8	ortholog_one2one	1
ENSG00000133019	ENSMUSG00000046159	Chrm3	ortholog_one2one	1
ENSG00000133169	ENSMUSG00000050071	Bex1	ortholog_many2many	0
ENSG00000133169	ENSMUSG00000042750	Bex2	ortholog_many2many	1
ENSG00000133275	ENSMUSG00000003345	Csnk1g2	ortholog_one2one	1
ENSG00000133318	ENSMUSG00000024758	Rtn3	ortholog_one2one	1
ENSG00000133422	ENSMUSG00000048602	Morc2b	ortholog_one2many	0
ENSG00000133422	ENSMUSG00000034543	Morc2a	ortholog_one2many	1
ENSG00000133627	ENSMUSG00000056367	Actr3b	ortholog_one2many	1
ENSG00000133641	ENSMUSG00000046567	4930430F08Rik	ortholog_one2one	1
ENSG00000133661	ENSMUSG00000021795	Sftpd	ortholog_one2one	1
ENSG00000133706	ENSMUSG00000024493	Lars	ortholog_one2one	1
ENSG00000133731	ENSMUSG00000027531	Impa1	ortholog_one2one	1
ENSG00000133816	ENSMUSG00000038244	Mical2	ortholog_one2one	1
ENSG00000133872	ENSMUSG00000031532	Saraf	ortholog_one2one	1
ENSG00000133878	ENSMUSG00000039661	Dusp26	ortholog_one2one	1
ENSG00000134108	ENSMUSG00000030105	Arl8b	ortholog_one2one	1
ENSG00000134121	ENSMUSG00000030077	Chl1	ortholog_one2one	1
ENSG00000134138	ENSMUSG00000027210	Meis2	ortholog_one2one	1
ENSG00000134152	ENSMUSG00000027132	Katnbl1	ortholog_one2one	1
ENSG00000134222	ENSMUSG00000068744	Psrc1	ortholog_one2one	1
ENSG00000134245	ENSMUSG00000027840	Wnt2b	ortholog_one2one	1
ENSG00000134313	ENSMUSG00000036333	Kidins220	ortholog_one2one	1
ENSG00000134343	ENSMUSG00000074968	Ano3	ortholog_one2one	1
ENSG00000134375	ENSMUSG00000062580	Timm17a	ortholog_one2one	1
ENSG00000134440	ENSMUSG00000024587	Nars	ortholog_one2one	1
ENSG00000134594	ENSMUSG00000031104	Rab33a	ortholog_one2one	1
ENSG00000134684	ENSMUSG00000028811	Yars	ortholog_one2one	1
ENSG00000134697	ENSMUSG00000028869	Gnl2	ortholog_one2one	1
ENSG00000134709	ENSMUSG00000028572	Hook1	ortholog_one2one	1
ENSG00000134905	ENSMUSG00000056228	Cars2	ortholog_one2one	1
ENSG00000134970	ENSMUSG00000033184	Tmed7	ortholog_one2many	1
ENSG00000134986	ENSMUSG00000042834	Nrep	ortholog_one2one	1
ENSG00000135002	ENSMUSG00000024712	Rfk	ortholog_one2one	1
ENSG00000135049	ENSMUSG00000021557	Agtpbp1	ortholog_one2one	1
ENSG00000135070	ENSMUSG00000044792	Isca1	ortholog_one2many	1
ENSG00000135070	ENSMUSG00000078139	AK157302	ortholog_one2many	0
ENSG00000135116	ENSMUSG00000046607	Hrk	ortholog_one2one	1
ENSG00000135119	ENSMUSG00000032850	Rnft2	ortholog_one2one	1
ENSG00000135164	ENSMUSG00000042508	Dmtf1	ortholog_one2many	1
ENSG00000135164	ENSMUSG00000058670	Dmtf1l	ortholog_one2many	0
ENSG00000135249	ENSMUSG00000028999	Rint1	ortholog_one2one	1
ENSG00000135297	ENSMUSG00000032342	Mto1	ortholog_one2one	1
